AccountID,CustomerID,AccountType,Balance,OpenDate,Status,BranchID
A01772,C01772,Current,95663.12,2015-10-02,Closed,B002
A01773,C01773,Current,97139.44,2021-09-14,Dormant,B005
A01774,C01774,Savings,87521.34,2024-01-29,Active,B020
A01775,C01775,Current,90309.09,2021-12-19,Dormant,B002
A01776,C01776,Savings,11584.17,2023-12-10,Active,B006
A01777,C01777,Current,18560.76,2015-11-04,Closed,B020
A01778,C01778,Savings,7016.59,2020-09-07,Dormant,B015
A01779,C01779,Savings,3516.96,2017-08-30,Closed,B002
A01780,C01780,Current,5648.09,2024-06-01,Closed,B012
A01781,C01781,Savings,84209.01,2020-06-27,Dormant,B018
A01782,C01782,Current,85074.11,2024-12-05,Active,B005
A01783,C01783,Savings,98249.34,2021-01-08,Closed,B011
A01784,C01784,Current,98895.95,2019-02-01,Dormant,B007
A01785,C01785,Savings,74336.64,2021-05-16,Closed,B002
A01786,C01786,Current,5641.29,2016-08-21,Active,B017
A01787,C01787,Current,67149.24,2022-08-07,Dormant,B020
A01788,C01788,Savings,52785.8,2024-09-16,Dormant,B020
A01789,C01789,Savings,525.74,2022-09-29,Active,B019
A01790,C01790,Current,15498.96,2023-07-20,Active,B020
A01791,C01791,Current,8996.45,2018-04-11,Active,B016
A01792,C01792,Savings,52483.44,2022-03-17,Dormant,B008
A01793,C01793,Current,18408.77,2016-07-27,Closed,B001
A01794,C01794,Current,57238.36,2023-06-29,Active,B004
A01795,C01795,Savings,23840.43,2023-01-20,Active,B014
A01796,C01796,Current,81163.76,2022-09-03,Closed,B012
A01797,C01797,Current,94634.59,2016-08-07,Active,B001
A01798,C01798,Current,36397.45,2020-03-22,Closed,B010
A01799,C01799,Savings,20171.23,2018-09-17,Active,B010
A01800,C01800,Savings,81995.61,2017-04-05,Closed,B001
A01801,C01801,Savings,79539.39,2023-02-18,Active,B011
A01802,C01802,Current,93926.42,2017-02-27,Dormant,B020
A01803,C01803,Current,1672.83,2021-04-24,Closed,B011
A01804,C01804,Current,12615.52,2024-06-19,Active,B016
A01805,C01805,Savings,5184.39,2024-08-15,Closed,B016
A01806,C01806,Current,49615.68,2019-08-18,Dormant,B018
A01807,C01807,Current,32791.92,2019-06-26,Closed,B002
A01808,C01808,Current,94974.55,2020-02-14,Active,B011
A01809,C01809,Current,57716.52,2017-02-02,Active,B007
A01810,C01810,Current,33858.17,2017-04-17,Dormant,B012
A01811,C01811,Current,18009.56,2022-03-21,Active,B001
A01812,C01812,Current,41524.0,2016-02-29,Dormant,B018
A01813,C01813,Current,13229.64,2019-04-22,Active,B013
A01814,C01814,Current,95565.78,2020-01-01,Active,B010
A01815,C01815,Savings,29159.24,2024-02-23,Closed,B002
A01816,C01816,Savings,4416.33,2021-02-01,Active,B016
A01817,C01817,Current,76660.58,2022-03-30,Dormant,B010
A01818,C01818,Savings,68356.91,2025-04-21,Closed,B006
A01819,C01819,Current,90713.16,2016-06-01,Active,B007
A01820,C01820,Savings,48955.9,2023-08-17,Dormant,B001
A01821,C01821,Current,66408.7,2019-05-10,Dormant,B007
A01822,C01822,Savings,85902.25,2017-12-29,Dormant,B017
A01823,C01823,Savings,42861.61,2024-07-25,Closed,B004
A01824,C01824,Current,45188.68,2016-09-23,Active,B007
A01825,C01825,Current,55813.32,2024-06-01,Closed,B013
A01826,C01826,Current,56582.16,2018-10-06,Closed,B001
A01827,C01827,Current,53523.39,2017-07-23,Dormant,B020
A01828,C01828,Current,62249.12,2023-12-17,Active,B002
A01829,C01829,Savings,39831.52,2024-05-15,Dormant,B010
A01830,C01830,Current,64290.09,2024-05-11,Dormant,B007
A01831,C01831,Current,94986.94,2021-04-06,Closed,B010
A01832,C01832,Current,62669.02,2020-12-18,Closed,B015
A01833,C01833,Current,54028.52,2024-07-02,Dormant,B005
A01834,C01834,Savings,45724.15,2023-05-13,Active,B001
A01835,C01835,Savings,96718.02,2019-03-10,Dormant,B004
A01836,C01836,Savings,87942.05,2019-08-29,Active,B018
A01837,C01837,Current,74183.25,2025-02-18,Dormant,B010
A01838,C01838,Savings,92667.07,2022-10-14,Dormant,B003
A01839,C01839,Savings,98663.33,2025-02-07,Dormant,B018
A01840,C01840,Savings,27405.52,2019-06-12,Active,B001
A01841,C01841,Current,4408.11,2023-07-05,Closed,B004
A01842,C01842,Savings,39203.34,2017-01-13,Active,B014
A01843,C01843,Current,37640.36,2017-09-20,Closed,B020
A01844,C01844,Savings,98582.15,2025-07-06,Closed,B015
A01845,C01845,Savings,75806.74,2023-02-18,Active,B011
A01846,C01846,Savings,47227.48,2025-03-27,Active,B018
A01847,C01847,Current,77743.29,2017-05-23,Active,B005
A01848,C01848,Savings,36738.48,2020-08-30,Dormant,B004
A01849,C01849,Savings,98906.23,2024-09-28,Active,B015
A01850,C01850,Savings,983.54,2023-08-13,Closed,B005
A01851,C01851,Current,46054.56,2015-08-23,Closed,B013
A01852,C01852,Current,78873.33,2017-09-15,Active,B011
A01853,C01853,Current,23795.78,2015-12-29,Closed,B001
A01854,C01854,Current,18572.05,2025-07-22,Dormant,B012
A01855,C01855,Current,2462.24,2016-09-16,Closed,B010
A01856,C01856,Savings,87608.44,2024-07-14,Dormant,B005
A01857,C01857,Current,81214.16,2018-03-07,Active,B004
A01858,C01858,Current,65509.66,2023-01-04,Active,B003
A01859,C01859,Savings,3567.2,2023-04-06,Dormant,B013
A01860,C01860,Savings,82204.79,2016-01-25,Active,B020
A01861,C01861,Current,34168.59,2019-10-18,Active,B016
A01862,C01862,Savings,59036.53,2016-08-14,Dormant,B007
A01863,C01863,Current,73361.49,2016-03-13,Closed,B014
A01864,C01864,Current,61844.98,2021-12-10,Closed,B008
A01865,C01865,Current,86641.41,2023-12-04,Dormant,B003
A01866,C01866,Savings,73768.52,2016-11-10,Active,B016
A01867,C01867,Current,4875.67,2017-12-08,Dormant,B015
A01868,C01868,Current,93894.82,2021-07-19,Active,B015
A01869,C01869,Current,78824.36,2024-06-21,Active,B003
A01870,C01870,Current,3622.99,2023-12-05,Active,B020
A01871,C01871,Current,73458.94,2024-02-07,Active,B002
A01872,C01872,Current,99187.38,2017-04-05,Dormant,B019
A01873,C01873,Savings,39058.17,2016-10-17,Dormant,B005
A01874,C01874,Savings,66201.6,2022-04-22,Closed,B013
A01875,C01875,Current,24216.98,2017-07-31,Closed,B007
A01876,C01876,Current,43947.96,2023-10-23,Active,B010
A01877,C01877,Current,89257.49,2022-08-19,Closed,B014
A01878,C01878,Current,80099.08,2020-08-04,Active,B019
A01879,C01879,Current,25869.19,2018-08-16,Dormant,B013
A01880,C01880,Current,43193.71,2024-02-27,Closed,B012
A01881,C01881,Savings,29401.76,2017-06-23,Closed,B018
A01882,C01882,Current,31106.81,2021-03-22,Dormant,B001
A01883,C01883,Savings,49158.77,2016-04-10,Dormant,B019
A01884,C01884,Savings,62962.85,2021-11-16,Dormant,B013
A01885,C01885,Savings,72716.4,2023-11-08,Closed,B018
A01886,C01886,Current,17725.54,2018-04-10,Active,B016
A01887,C01887,Current,68761.91,2023-03-31,Active,B013
A01888,C01888,Savings,63482.79,2016-09-19,Active,B010
A01889,C01889,Savings,71518.83,2016-10-06,Closed,B001
A01890,C01890,Savings,12705.96,2015-07-29,Closed,B005
A01891,C01891,Savings,1922.7,2021-06-11,Closed,B014
A01892,C01892,Savings,21556.37,2025-04-06,Active,B014
A01893,C01893,Savings,29302.1,2022-08-14,Dormant,B014
A01894,C01894,Current,92338.06,2024-11-22,Dormant,B017
A01895,C01895,Current,45611.24,2018-06-26,Dormant,B013
A01896,C01896,Savings,36656.17,2020-01-05,Closed,B014
A01897,C01897,Current,11491.07,2024-11-22,Dormant,B016
A01898,C01898,Current,39363.48,2020-06-29,Dormant,B017
A01899,C01899,Current,42060.13,2020-10-27,Closed,B019
A01900,C01900,Savings,57884.66,2022-01-11,Active,B019
A01901,C01901,Current,68719.41,2019-09-13,Closed,B004
A01902,C01902,Current,37373.02,2018-09-09,Closed,B003
A01903,C01903,Current,49409.24,2021-11-16,Closed,B017
A01904,C01904,Current,75307.63,2024-04-20,Dormant,B003
A01905,C01905,Current,81733.95,2025-01-02,Closed,B008
A01906,C01906,Current,38794.25,2016-04-05,Dormant,B003
A01907,C01907,Current,97280.13,2023-11-09,Active,B019
A01908,C01908,Current,13009.37,2023-01-10,Closed,B011
A01909,C01909,Current,85061.89,2023-07-16,Active,B015
A01910,C01910,Current,31429.69,2016-04-12,Dormant,B011
A01911,C01911,Savings,7525.66,2022-06-14,Dormant,B010
A01912,C01912,Savings,29108.05,2016-07-20,Closed,B020
A01913,C01913,Current,53157.36,2022-01-02,Closed,B019
A01914,C01914,Current,99608.78,2021-08-05,Dormant,B016
A01915,C01915,Current,30259.08,2020-05-21,Dormant,B002
A01916,C01916,Savings,17077.82,2022-01-27,Dormant,B020
A01917,C01917,Savings,68850.43,2025-01-02,Closed,B003
A01918,C01918,Current,69387.99,2022-05-07,Dormant,B009
A01919,C01919,Savings,59693.72,2019-09-03,Closed,B009
A01920,C01920,Current,78471.82,2015-12-12,Active,B004
A01921,C01921,Current,78619.65,2019-03-04,Dormant,B005
A01922,C01922,Savings,6639.5,2024-01-13,Dormant,B006
A01923,C01923,Savings,30876.35,2020-01-16,Dormant,B016
A01924,C01924,Savings,58623.55,2024-09-25,Active,B011
A01925,C01925,Savings,80109.99,2025-02-17,Active,B005
A01926,C01926,Current,25093.58,2022-01-21,Active,B008
A01927,C01927,Savings,54626.59,2020-07-02,Active,B006
A01928,C01928,Savings,24560.54,2021-04-17,Active,B012
A01929,C01929,Savings,11295.18,2025-06-11,Active,B004
A01930,C01930,Current,67024.1,2018-07-21,Dormant,B013
A01931,C01931,Current,25533.4,2017-09-01,Closed,B018
A01932,C01932,Current,34642.25,2021-09-17,Dormant,B013
A01933,C01933,Current,37467.3,2018-12-17,Closed,B017
A01934,C01934,Current,35870.18,2023-08-26,Closed,B015
A01935,C01935,Current,10882.03,2021-11-12,Active,B017
A01936,C01936,Current,19689.3,2016-05-20,Closed,B018
A01937,C01937,Current,93672.06,2021-02-17,Dormant,B020
A01938,C01938,Current,70897.38,2016-05-23,Closed,B009
A01939,C01939,Savings,32079.43,2017-07-01,Dormant,B019
A01940,C01940,Savings,65191.61,2023-05-09,Dormant,B008
A01941,C01941,Savings,65844.72,2023-04-17,Dormant,B007
A01942,C01942,Current,96903.49,2017-07-04,Dormant,B006
A01943,C01943,Current,97350.99,2025-06-20,Active,B001
A01944,C01944,Savings,80884.6,2024-08-25,Closed,B004
A01945,C01945,Current,71203.79,2024-03-30,Closed,B015
A01946,C01946,Current,66597.3,2021-06-27,Active,B010
A01947,C01947,Current,65505.97,2020-04-29,Active,B001
A01948,C01948,Current,94482.8,2022-07-07,Dormant,B020
A01949,C01949,Savings,69403.81,2024-08-25,Closed,B004
A01950,C01950,Savings,77603.89,2021-05-15,Closed,B020
A01951,C01951,Current,13326.45,2025-01-28,Dormant,B019
A01952,C01952,Current,63565.15,2023-04-30,Dormant,B006
A01953,C01953,Savings,59395.16,2024-08-13,Dormant,B003
A01954,C01954,Current,14170.12,2025-04-28,Closed,B014
A01955,C01955,Current,83732.74,2021-07-18,Dormant,B009
A01956,C01956,Current,19528.31,2025-07-05,Dormant,B002
A01957,C01957,Savings,9500.36,2016-01-10,Active,B002
A01958,C01958,Savings,65670.4,2017-02-05,Dormant,B015
A01959,C01959,Savings,60868.39,2021-04-27,Active,B020
A01960,C01960,Current,85678.13,2016-03-12,Closed,B016
A01961,C01961,Savings,83750.1,2023-06-27,Active,B014
A01962,C01962,Current,16305.12,2024-05-25,Active,B004
A01963,C01963,Savings,77696.63,2022-10-31,Dormant,B004
A01964,C01964,Savings,57427.05,2021-07-24,Closed,B019
A01965,C01965,Current,89954.17,2023-09-18,Closed,B001
A01966,C01966,Current,17566.43,2021-03-05,Dormant,B001
A01967,C01967,Current,41998.71,2019-12-03,Active,B009
A01968,C01968,Savings,4047.3,2017-07-17,Dormant,B013
A01969,C01969,Current,42789.78,2018-12-06,Active,B016
A01970,C01970,Savings,60361.75,2022-05-18,Closed,B003
A01971,C01971,Current,4128.72,2022-11-28,Active,B013
A01972,C01972,Current,19266.75,2017-02-09,Active,B019
A01973,C01973,Current,13258.56,2024-05-16,Active,B010
A01974,C01974,Savings,95463.75,2016-08-11,Active,B003
A01975,C01975,Savings,5838.6,2019-10-27,Dormant,B003
A01976,C01976,Current,31680.24,2022-10-05,Closed,B007
A01977,C01977,Current,7021.8,2022-02-01,Dormant,B013
A01978,C01978,Savings,6598.19,2021-12-13,Dormant,B013
A01979,C01979,Current,19367.83,2016-03-06,Dormant,B012
A01980,C01980,Savings,49041.99,2023-08-19,Dormant,B015
A01981,C01981,Savings,76116.71,2022-07-10,Closed,B002
A01982,C01982,Savings,73881.37,2020-04-24,Active,B019
A01983,C01983,Savings,51791.39,2023-08-31,Closed,B003
A01984,C01984,Current,2932.13,2018-06-24,Dormant,B016
A01985,C01985,Current,888.99,2018-05-08,Active,B002
A01986,C01986,Savings,2892.83,2022-03-25,Closed,B002
A01987,C01987,Savings,47071.7,2019-09-30,Active,B017
A01988,C01988,Savings,23943.16,2017-08-05,Dormant,B005
A01989,C01989,Savings,93900.92,2024-04-23,Active,B003
A01990,C01990,Current,47734.15,2016-03-14,Closed,B016
A01991,C01991,Savings,49207.12,2016-06-27,Dormant,B020
A01992,C01992,Current,26096.88,2016-05-08,Dormant,B005
A01993,C01993,Savings,44038.32,2020-10-22,Dormant,B002
A01994,C01994,Current,47843.62,2019-01-09,Active,B020
A01995,C01995,Current,32388.82,2020-09-27,Closed,B004
A01996,C01996,Savings,29166.0,2016-08-29,Active,B020
A01997,C01997,Savings,90959.17,2018-08-21,Dormant,B014
A01998,C01998,Current,11022.4,2017-12-28,Closed,B013
A01999,C01999,Savings,58219.72,2019-08-28,Closed,B019
A02000,C02000,Savings,60918.04,2023-08-04,Active,B007
A02001,C02001,Current,70926.37,2017-07-17,Active,B011
A02002,C02002,Savings,34901.7,2017-06-18,Closed,B005
A02003,C02003,Savings,21165.56,2015-12-18,Dormant,B012
A02004,C02004,Savings,63840.47,2017-08-27,Closed,B008
A02005,C02005,Savings,43948.07,2023-09-29,Dormant,B004
A02006,C02006,Current,50672.53,2023-03-27,Dormant,B006
A02007,C02007,Current,47578.85,2021-04-20,Active,B001
A02008,C02008,Savings,83218.97,2025-03-15,Closed,B019
A02009,C02009,Savings,22494.21,2023-11-24,Active,B016
A02010,C02010,Savings,15229.8,2020-05-01,Dormant,B005
A02011,C02011,Current,60145.71,2016-03-17,Closed,B015
A02012,C02012,Current,31848.29,2018-12-13,Closed,B020
A02013,C02013,Savings,94919.03,2015-09-16,Active,B006
A02014,C02014,Savings,79082.18,2022-12-26,Active,B003
A02015,C02015,Current,94071.04,2020-06-18,Active,B014
A02016,C02016,Savings,3842.85,2021-10-29,Closed,B007
A02017,C02017,Current,85709.3,2024-09-12,Closed,B020
A02018,C02018,Current,60004.98,2018-09-17,Active,B008
A02019,C02019,Savings,71855.57,2025-07-11,Dormant,B007
A02020,C02020,Savings,39690.47,2017-10-14,Active,B004
A02021,C02021,Current,27071.04,2021-09-20,Dormant,B016
A02022,C02022,Savings,82459.36,2015-09-28,Closed,B002
A02023,C02023,Current,59029.83,2018-04-18,Dormant,B010
A02024,C02024,Savings,16052.86,2015-08-01,Closed,B011
A02025,C02025,Savings,63338.29,2016-07-28,Dormant,B004
A02026,C02026,Savings,16932.43,2024-10-13,Dormant,B006
A02027,C02027,Current,71921.41,2024-06-20,Active,B017
A02028,C02028,Current,16142.45,2018-02-23,Closed,B015
A02029,C02029,Savings,84794.26,2024-06-19,Closed,B014
A02030,C02030,Current,92213.2,2022-08-22,Dormant,B011
A02031,C02031,Current,11089.15,2024-05-29,Closed,B008
A02032,C02032,Savings,19241.32,2017-05-17,Dormant,B014
A02033,C02033,Savings,4429.48,2024-08-16,Active,B003
A02034,C02034,Savings,90001.48,2016-04-20,Closed,B002
A02035,C02035,Current,21564.79,2023-07-01,Active,B020
A02036,C02036,Current,51690.66,2018-08-18,Dormant,B012
A02037,C02037,Current,93216.81,2020-04-11,Dormant,B007
A02038,C02038,Current,40547.48,2016-04-30,Closed,B007
A02039,C02039,Current,12499.25,2020-10-18,Active,B019
A02040,C02040,Current,96410.74,2020-12-16,Closed,B004
A02041,C02041,Savings,24512.26,2017-02-02,Dormant,B006
A02042,C02042,Current,63953.38,2021-11-06,Active,B020
A02043,C02043,Savings,71317.92,2021-03-03,Dormant,B006
A02044,C02044,Current,65026.47,2020-07-07,Closed,B003
A02045,C02045,Current,85639.23,2024-02-05,Closed,B007
A02046,C02046,Current,93858.31,2022-09-26,Active,B009
A02047,C02047,Current,30020.29,2023-11-03,Dormant,B008
A02048,C02048,Savings,33623.24,2020-06-22,Dormant,B019
A02049,C02049,Current,49760.49,2020-02-07,Dormant,B019
A02050,C02050,Savings,81853.76,2022-07-03,Closed,B002
A02051,C02051,Current,11268.42,2019-12-31,Closed,B002
A02052,C02052,Current,39890.39,2023-02-27,Closed,B016
A02053,C02053,Current,36218.05,2018-07-17,Closed,B016
A02054,C02054,Current,91355.35,2021-10-26,Dormant,B001
A02055,C02055,Current,79012.38,2023-04-15,Active,B007
A02056,C02056,Savings,78671.29,2020-04-02,Closed,B008
A02057,C02057,Savings,70681.24,2016-08-17,Dormant,B016
A02058,C02058,Current,15767.9,2022-07-07,Closed,B015
A02059,C02059,Current,73807.96,2020-02-23,Closed,B001
A02060,C02060,Current,63924.05,2025-04-02,Active,B013
A02061,C02061,Savings,56613.39,2020-10-03,Active,B015
A02062,C02062,Savings,32943.74,2024-07-19,Closed,B003
A02063,C02063,Current,34181.89,2019-03-03,Dormant,B017
A02064,C02064,Current,83998.32,2022-12-13,Active,B009
A02065,C02065,Current,64296.82,2017-11-28,Active,B019
A02066,C02066,Current,39951.63,2019-07-31,Active,B020
A02067,C02067,Current,7473.63,2022-07-20,Active,B017
A02068,C02068,Current,31035.05,2024-08-26,Active,B004
A02069,C02069,Savings,62073.34,2019-10-01,Dormant,B020
A02070,C02070,Savings,54739.77,2022-12-27,Active,B006
A02071,C02071,Current,15947.93,2017-12-18,Closed,B003
A02072,C02072,Savings,12625.05,2018-08-21,Closed,B005
A02073,C02073,Savings,36489.51,2018-05-07,Active,B004
A02074,C02074,Current,89302.95,2022-07-17,Closed,B019
A02075,C02075,Savings,60808.03,2018-03-13,Active,B008
A02076,C02076,Current,3777.26,2024-01-28,Closed,B017
A02077,C02077,Current,56992.7,2020-08-19,Active,B002
A02078,C02078,Current,3044.93,2023-02-02,Dormant,B015
A02079,C02079,Current,20214.59,2018-02-01,Active,B004
A02080,C02080,Current,54080.45,2024-03-27,Active,B018
A02081,C02081,Current,75276.67,2022-01-15,Dormant,B012
A02082,C02082,Current,68860.29,2017-06-08,Active,B007
A02083,C02083,Savings,95112.96,2020-09-29,Dormant,B013
A02084,C02084,Savings,31415.03,2018-10-27,Dormant,B004
A02085,C02085,Current,98063.94,2019-06-15,Dormant,B005
A02086,C02086,Current,68939.38,2020-05-07,Active,B017
A02087,C02087,Current,92963.85,2020-03-05,Active,B014
A02088,C02088,Current,21430.98,2018-01-10,Dormant,B016
A02089,C02089,Savings,87940.24,2024-07-26,Closed,B001
A02090,C02090,Current,90589.48,2016-02-18,Active,B001
A02091,C02091,Current,33871.33,2022-02-18,Active,B011
A02092,C02092,Current,78819.4,2023-12-14,Dormant,B011
A02093,C02093,Savings,57300.98,2019-09-19,Active,B017
A02094,C02094,Current,38342.11,2020-02-06,Active,B010
A02095,C02095,Savings,80815.81,2017-09-17,Active,B006
A02096,C02096,Current,45068.63,2023-10-20,Active,B012
A02097,C02097,Current,24882.24,2017-06-14,Dormant,B012
A02098,C02098,Current,92220.29,2020-03-11,Closed,B020
A02099,C02099,Savings,47620.87,2018-04-21,Active,B010
A02100,C02100,Current,47018.72,2020-03-02,Active,B005
A02101,C02101,Savings,25704.87,2021-12-02,Dormant,B002
A02102,C02102,Current,41910.66,2024-11-16,Active,B015
A02103,C02103,Savings,35667.09,2023-01-10,Dormant,B007
A02104,C02104,Current,9149.95,2022-09-01,Active,B011
A02105,C02105,Current,87073.85,2015-08-23,Dormant,B015
A02106,C02106,Savings,50464.27,2025-04-20,Closed,B010
A02107,C02107,Current,75896.26,2022-08-05,Closed,B016
A02108,C02108,Current,94293.33,2022-10-19,Closed,B005
A02109,C02109,Savings,27547.99,2021-02-24,Dormant,B017
A02110,C02110,Current,89004.63,2024-07-12,Active,B010
A02111,C02111,Current,8796.78,2021-09-04,Dormant,B005
A02112,C02112,Current,42000.25,2021-11-21,Active,B011
A02113,C02113,Savings,66888.49,2020-04-29,Dormant,B016
A02114,C02114,Savings,85084.39,2023-11-07,Closed,B018
A02115,C02115,Savings,69692.62,2020-08-27,Active,B013
A02116,C02116,Savings,54674.1,2019-09-02,Closed,B012
A02117,C02117,Savings,12569.86,2024-06-13,Closed,B020
A02118,C02118,Savings,27151.59,2017-06-13,Dormant,B017
A02119,C02119,Savings,80547.85,2017-08-10,Closed,B001
A02120,C02120,Savings,49648.98,2021-03-09,Dormant,B003
A02121,C02121,Savings,63347.96,2025-04-05,Closed,B016
A02122,C02122,Savings,9560.37,2018-04-18,Closed,B017
A02123,C02123,Savings,16414.33,2016-07-05,Active,B013
A02124,C02124,Savings,38862.8,2022-12-03,Active,B012
A02125,C02125,Current,18447.87,2023-09-11,Active,B010
A02126,C02126,Savings,24425.8,2021-09-18,Active,B015
A02127,C02127,Current,15614.3,2023-12-18,Active,B015
A02128,C02128,Savings,24615.41,2018-11-09,Dormant,B010
A02129,C02129,Savings,68049.48,2023-02-06,Dormant,B014
A02130,C02130,Savings,59567.88,2017-02-15,Active,B003
A02131,C02131,Savings,17212.17,2020-02-17,Active,B016
A02132,C02132,Savings,24818.42,2016-03-06,Closed,B019
A02133,C02133,Current,48648.7,2020-09-12,Active,B014
A02134,C02134,Savings,18701.78,2015-09-08,Dormant,B006
A02135,C02135,Savings,89807.79,2016-03-16,Active,B019
A02136,C02136,Savings,66477.12,2023-10-14,Dormant,B013
A02137,C02137,Current,63742.59,2021-04-02,Dormant,B002
A02138,C02138,Savings,1276.35,2024-06-18,Active,B016
A02139,C02139,Savings,65787.75,2024-11-01,Closed,B008
A02140,C02140,Savings,95146.14,2015-11-04,Dormant,B009
A02141,C02141,Current,84368.07,2018-06-01,Active,B016
A02142,C02142,Savings,93931.6,2020-10-06,Dormant,B010
A02143,C02143,Savings,26089.28,2021-09-17,Active,B008
A02144,C02144,Current,11816.39,2017-11-05,Active,B016
A02145,C02145,Current,28825.48,2024-07-30,Dormant,B012
A02146,C02146,Current,43818.64,2021-01-10,Active,B014
A02147,C02147,Savings,46787.01,2018-07-02,Closed,B016
A02148,C02148,Savings,89841.97,2018-12-31,Closed,B017
A02149,C02149,Current,1574.08,2024-01-25,Dormant,B009
A02150,C02150,Savings,53537.35,2020-05-20,Active,B005
A02151,C02151,Savings,84454.73,2023-11-09,Active,B005
A02152,C02152,Savings,62512.83,2023-08-27,Closed,B009
A02153,C02153,Savings,86174.23,2022-10-10,Closed,B012
A02154,C02154,Savings,28661.71,2019-09-30,Closed,B017
A02155,C02155,Savings,18282.76,2015-11-26,Active,B007
A02156,C02156,Savings,11768.97,2020-06-28,Closed,B020
A02157,C02157,Savings,2988.21,2020-11-23,Closed,B011
A02158,C02158,Savings,18205.87,2016-07-19,Closed,B012
A02159,C02159,Savings,54865.25,2023-09-13,Active,B012
A02160,C02160,Current,19096.77,2018-04-10,Dormant,B017
A02161,C02161,Current,16437.64,2025-01-04,Active,B014
A02162,C02162,Savings,88463.55,2017-01-26,Active,B007
A02163,C02163,Savings,11614.46,2019-11-24,Dormant,B007
A02164,C02164,Current,56617.95,2020-03-20,Closed,B017
A02165,C02165,Current,16979.62,2019-12-10,Closed,B004
A02166,C02166,Savings,17162.8,2021-09-15,Dormant,B004
A02167,C02167,Current,68123.51,2021-10-20,Active,B012
A02168,C02168,Savings,40388.69,2016-10-31,Closed,B005
A02169,C02169,Savings,11737.51,2024-04-08,Dormant,B011
A02170,C02170,Current,79569.22,2023-05-25,Closed,B001
A02171,C02171,Current,73817.06,2021-02-14,Closed,B005
A02172,C02172,Savings,18362.08,2023-11-09,Active,B008
A02173,C02173,Current,19285.8,2017-08-10,Dormant,B005
A02174,C02174,Current,75524.23,2016-03-21,Dormant,B004
A02175,C02175,Current,23769.26,2015-10-18,Active,B014
A02176,C02176,Savings,17526.09,2021-06-05,Closed,B002
A02177,C02177,Current,8825.1,2015-08-25,Closed,B002
A02178,C02178,Current,21267.21,2021-10-07,Active,B002
A02179,C02179,Current,94569.67,2018-02-18,Active,B001
A02180,C02180,Current,79298.12,2023-07-24,Active,B007
A02181,C02181,Current,78040.98,2018-10-23,Active,B012
A02182,C02182,Current,3233.13,2024-05-17,Dormant,B009
A02183,C02183,Current,761.56,2021-01-31,Dormant,B006
A02184,C02184,Current,16799.76,2021-06-12,Dormant,B008
A02185,C02185,Current,92944.14,2018-07-17,Dormant,B004
A02186,C02186,Savings,23652.15,2025-02-27,Dormant,B007
A02187,C02187,Current,43898.31,2019-08-06,Closed,B006
A02188,C02188,Current,5426.35,2019-06-07,Active,B004
A02189,C02189,Savings,99620.77,2017-09-02,Closed,B016
A02190,C02190,Current,39573.99,2022-10-20,Closed,B006
A02191,C02191,Current,83162.4,2019-11-11,Dormant,B006
A02192,C02192,Savings,32532.1,2022-02-06,Closed,B007
A02193,C02193,Savings,8878.97,2015-08-30,Active,B004
A02194,C02194,Current,17116.29,2015-08-16,Closed,B004
A02195,C02195,Current,24616.28,2021-02-16,Closed,B012
A02196,C02196,Savings,55075.54,2022-08-14,Closed,B002
A02197,C02197,Savings,12221.58,2018-02-20,Closed,B004
A02198,C02198,Savings,13478.39,2025-03-28,Dormant,B020
A02199,C02199,Savings,9454.1,2015-10-29,Active,B015
A02200,C02200,Savings,82728.5,2018-02-21,Dormant,B010
A02201,C02201,Savings,43004.18,2019-10-16,Active,B016
A02202,C02202,Current,53649.27,2021-12-27,Active,B001
A02203,C02203,Savings,36705.74,2023-04-19,Active,B004
A02204,C02204,Current,4625.01,2019-12-29,Dormant,B003
A02205,C02205,Savings,7081.25,2020-02-18,Dormant,B013
A02206,C02206,Current,85658.17,2015-10-13,Dormant,B006
A02207,C02207,Savings,72042.02,2025-05-02,Dormant,B011
A02208,C02208,Savings,66995.19,2025-03-20,Dormant,B004
A02209,C02209,Current,93946.46,2022-01-29,Dormant,B016
A02210,C02210,Current,91279.74,2022-09-30,Closed,B019
A02211,C02211,Current,95236.79,2024-04-03,Closed,B012
A02212,C02212,Savings,16771.0,2016-04-25,Dormant,B013
A02213,C02213,Savings,45059.18,2024-07-11,Closed,B005
A02214,C02214,Savings,31136.61,2017-03-05,Dormant,B009
A02215,C02215,Savings,94033.35,2018-05-28,Closed,B005
A02216,C02216,Savings,57966.15,2018-05-27,Active,B002
A02217,C02217,Savings,99681.04,2017-02-09,Dormant,B001
A02218,C02218,Current,70020.75,2022-01-19,Dormant,B011
A02219,C02219,Current,46739.85,2017-06-01,Dormant,B020
A02220,C02220,Savings,58654.91,2024-07-14,Dormant,B017
A02221,C02221,Savings,27163.45,2016-10-02,Dormant,B010
A02222,C02222,Savings,10095.11,2016-05-30,Active,B017
A02223,C02223,Savings,79119.73,2016-11-15,Dormant,B018
A02224,C02224,Current,30989.15,2019-04-09,Active,B014
A02225,C02225,Current,87065.17,2022-05-10,Dormant,B011
A02226,C02226,Savings,13329.16,2025-02-01,Active,B002
A02227,C02227,Savings,55734.32,2025-03-11,Dormant,B010
A02228,C02228,Current,95746.58,2024-09-20,Dormant,B014
A02229,C02229,Current,50727.76,2016-12-06,Active,B013
