CardID,CustomerID,CardType,CreditLimit,IssueDate,ExpiryDate,Status,OutstandingBalance
CC02320,C02320,Platinum,150000,2021-07-22,2026-04-01,Blocked,40175.11
CC02321,C02321,Gold,50000,2022-06-11,2027-04-11,Blocked,46072.07
CC02327,C02327,Gold,150000,2022-10-25,2026-05-31,Active,2703.73
CC02329,C02329,Platinum,50000,2023-05-16,2030-07-23,Active,23542.98
CC02331,C02331,Silver,100000,2023-08-28,2029-02-14,Active,45066.99
CC02332,C02332,Platinum,100000,2024-05-24,2029-03-01,Active,49975.7
CC02334,C02334,Gold,150000,2022-03-22,2026-10-28,Blocked,44159.15
CC02339,C02339,Platinum,150000,2023-09-05,2029-10-11,Active,44734.28
CC02340,C02340,Gold,50000,2021-04-17,2030-04-03,Active,14455.21
CC02342,C02342,Silver,100000,2021-05-12,2029-02-22,Blocked,11460.1
CC02343,C02343,Silver,150000,2020-09-26,2029-05-02,Blocked,49980.71
CC02345,C02345,Silver,50000,2020-10-01,2026-11-04,Active,5983.86
CC02346,C02346,Silver,150000,2022-12-07,2029-04-04,Blocked,9604.65
CC02348,C02348,Platinum,150000,2022-04-01,2028-01-15,Active,33679.19
CC02349,C02349,Silver,100000,2022-09-10,2026-05-15,Blocked,26248.61
CC02353,C02353,Silver,150000,2021-09-07,2027-12-23,Active,30391.89
CC02354,C02354,Gold,150000,2022-11-11,2030-07-15,Active,10667.62
CC02355,C02355,Platinum,50000,2021-01-21,2027-08-13,Active,38087.81
CC02357,C02357,Gold,150000,2020-07-27,2027-09-09,Active,35180.46
CC02359,C02359,Gold,50000,2022-06-22,2026-10-26,Blocked,2477.45
CC02361,C02361,Platinum,50000,2021-03-27,2030-06-20,Blocked,34459.49
CC02362,C02362,Platinum,50000,2024-06-03,2029-11-17,Active,14747.98
CC02363,C02363,Gold,100000,2021-02-14,2025-10-08,Active,40622.63
CC02364,C02364,Gold,150000,2023-09-10,2029-11-02,Blocked,29193.51
CC02366,C02366,Gold,50000,2021-08-09,2030-06-19,Blocked,43247.73
CC02367,C02367,Silver,100000,2023-05-13,2025-11-30,Blocked,24787.12
CC02368,C02368,Gold,150000,2023-10-29,2027-05-09,Blocked,45761.02
CC02369,C02369,Platinum,100000,2021-06-24,2029-06-22,Blocked,24905.32
CC02370,C02370,Platinum,100000,2023-04-29,2028-04-29,Active,23301.84
CC02371,C02371,Gold,100000,2023-01-12,2027-12-15,Blocked,10055.96
CC02372,C02372,Platinum,100000,2022-01-29,2029-03-13,Blocked,36181.36
CC02373,C02373,Gold,100000,2021-04-29,2030-06-07,Blocked,46785.07
CC02374,C02374,Silver,50000,2022-05-11,2029-05-27,Blocked,29873.17
CC02376,C02376,Silver,50000,2023-04-02,2026-12-31,Active,49562.6
CC02379,C02379,Platinum,150000,2024-05-29,2026-01-27,Active,6720.95
CC02380,C02380,Gold,150000,2023-12-02,2029-08-01,Blocked,11804.0
CC02383,C02383,Platinum,150000,2020-09-07,2028-05-12,Blocked,1756.22
CC02384,C02384,Platinum,100000,2022-04-07,2027-01-11,Blocked,41665.42
CC02386,C02386,Gold,100000,2023-05-27,2025-10-11,Blocked,30429.9
CC02387,C02387,Gold,50000,2022-09-12,2028-07-02,Blocked,36007.55
CC02390,C02390,Silver,50000,2023-11-29,2027-08-19,Blocked,33360.74
CC02394,C02394,Silver,150000,2022-02-01,2028-03-22,Blocked,39212.13
CC02395,C02395,Platinum,150000,2021-01-12,2025-09-07,Active,20457.13
CC02396,C02396,Platinum,100000,2022-05-02,2025-08-22,Active,23065.07
CC02397,C02397,Platinum,50000,2022-09-24,2028-01-01,Active,32839.72
CC02398,C02398,Silver,50000,2021-07-08,2026-06-19,Blocked,40306.45
CC02401,C02401,Platinum,50000,2020-11-25,2030-04-13,Active,23061.29
CC02403,C02403,Silver,150000,2024-04-14,2029-11-26,Blocked,23671.95
CC02404,C02404,Silver,50000,2022-05-10,2026-01-17,Active,39179.23
CC02406,C02406,Platinum,100000,2023-03-19,2026-03-05,Active,21052.97
CC02407,C02407,Gold,150000,2022-01-09,2027-05-27,Active,25977.23
CC02408,C02408,Platinum,50000,2023-04-22,2027-09-19,Active,29655.69
CC02409,C02409,Gold,150000,2021-05-15,2028-05-16,Blocked,27571.97
CC02410,C02410,Silver,150000,2023-11-20,2028-12-08,Blocked,36514.79
CC02411,C02411,Gold,150000,2023-11-17,2029-04-28,Blocked,41148.75
CC02414,C02414,Platinum,100000,2022-11-07,2026-01-12,Blocked,41502.75
CC02416,C02416,Silver,50000,2021-11-04,2026-02-24,Blocked,15832.18
CC02418,C02418,Gold,50000,2023-05-29,2025-08-19,Active,36620.16
CC02421,C02421,Platinum,100000,2023-12-05,2030-04-06,Blocked,8895.4
CC02422,C02422,Platinum,100000,2021-01-29,2029-10-02,Active,30804.66
CC02424,C02424,Gold,150000,2022-08-13,2029-09-03,Blocked,35672.84
CC02426,C02426,Silver,150000,2021-12-21,2030-06-12,Active,29835.74
CC02427,C02427,Silver,150000,2022-06-30,2028-02-08,Active,8832.06
CC02428,C02428,Silver,150000,2020-12-15,2029-04-09,Active,41665.25
CC02430,C02430,Gold,100000,2022-05-10,2027-05-05,Active,31412.24
CC02431,C02431,Silver,100000,2021-01-08,2025-12-21,Blocked,32117.28
CC02434,C02434,Gold,150000,2022-02-07,2028-07-05,Active,17247.49
CC02436,C02436,Platinum,150000,2023-01-06,2028-02-21,Active,6372.22
CC02437,C02437,Silver,50000,2021-02-19,2027-08-27,Active,42097.58
CC02438,C02438,Gold,50000,2021-01-11,2029-03-23,Active,31754.86
CC02440,C02440,Gold,50000,2022-02-25,2026-10-07,Active,24008.07
CC02446,C02446,Gold,50000,2021-04-05,2028-05-28,Active,6810.3
CC02451,C02451,Gold,50000,2021-06-13,2030-04-12,Active,3871.67
CC02452,C02452,Silver,100000,2023-01-06,2025-11-24,Blocked,8923.71
CC02456,C02456,Silver,50000,2024-03-28,2029-06-16,Active,30388.43
CC02458,C02458,Silver,50000,2023-12-15,2028-01-26,Blocked,31388.85
CC02459,C02459,Silver,50000,2023-02-07,2029-06-08,Blocked,1162.49
CC02461,C02461,Gold,150000,2022-12-12,2028-07-06,Blocked,2979.87
CC02462,C02462,Gold,150000,2021-05-23,2026-04-21,Blocked,38868.19
CC02464,C02464,Silver,50000,2021-06-17,2027-05-01,Blocked,23376.33
CC02465,C02465,Silver,50000,2021-05-29,2029-01-14,Blocked,12314.22
CC02466,C02466,Silver,150000,2021-05-27,2028-11-08,Active,14212.48
CC02468,C02468,Gold,150000,2023-01-31,2028-07-21,Active,1575.75
CC02469,C02469,Platinum,50000,2022-11-23,2026-06-29,Blocked,19071.89
CC02472,C02472,Platinum,100000,2021-07-12,2028-11-18,Blocked,3210.68
CC02476,C02476,Silver,50000,2024-04-27,2027-12-18,Blocked,46539.1
CC02477,C02477,Gold,100000,2023-07-22,2027-06-30,Blocked,43794.57
CC02480,C02480,Platinum,150000,2021-11-08,2029-07-09,Active,17698.14
CC02485,C02485,Platinum,50000,2021-07-25,2030-01-30,Active,44686.09
CC02487,C02487,Platinum,50000,2021-04-07,2029-04-30,Blocked,46502.57
CC02488,C02488,Gold,150000,2020-11-03,2029-05-01,Blocked,26372.59
CC02489,C02489,Silver,50000,2020-12-03,2028-12-30,Active,27267.02
CC02490,C02490,Platinum,50000,2024-07-02,2028-01-01,Blocked,49087.27
CC02491,C02491,Platinum,100000,2022-11-17,2025-11-29,Blocked,21311.25
CC02495,C02495,Gold,150000,2020-11-17,2030-04-11,Blocked,5170.67
CC02496,C02496,Gold,50000,2024-06-12,2028-04-02,Active,1048.23
CC02497,C02497,Silver,150000,2023-05-01,2029-03-29,Blocked,11701.21
CC02498,C02498,Gold,150000,2021-12-10,2029-05-23,Active,16094.01
CC02500,C02500,Gold,50000,2021-09-10,2028-03-23,Blocked,46552.96
CC02505,C02505,Gold,50000,2021-06-13,2026-07-05,Blocked,12268.65
CC02507,C02507,Gold,150000,2023-09-01,2030-04-23,Blocked,14877.62
CC02509,C02509,Platinum,50000,2023-05-15,2028-02-06,Blocked,14035.39
CC02511,C02511,Platinum,50000,2021-08-27,2028-09-24,Blocked,38570.13
CC02513,C02513,Silver,150000,2023-08-25,2028-10-27,Active,35728.9
CC02514,C02514,Gold,50000,2021-07-08,2026-03-06,Blocked,45706.22
CC02518,C02518,Platinum,50000,2021-11-01,2027-05-12,Active,23107.54
CC02519,C02519,Silver,100000,2024-01-23,2025-11-05,Active,9510.63
CC02523,C02523,Platinum,50000,2021-04-26,2029-06-15,Active,4044.66
CC02524,C02524,Gold,150000,2024-04-17,2026-02-19,Blocked,25077.86
CC02525,C02525,Silver,100000,2023-03-03,2029-11-16,Blocked,33296.92
CC02528,C02528,Gold,50000,2021-02-12,2027-12-29,Active,46132.39
CC02529,C02529,Platinum,50000,2022-12-22,2029-04-05,Blocked,27710.94
CC02530,C02530,Gold,150000,2020-12-04,2028-10-12,Active,42809.49
CC02533,C02533,Platinum,100000,2024-02-09,2029-07-07,Blocked,33332.65
CC02534,C02534,Gold,100000,2024-06-20,2028-02-12,Active,46810.82
CC02542,C02542,Platinum,150000,2023-04-05,2028-05-13,Blocked,1277.79
CC02544,C02544,Gold,150000,2021-02-21,2027-11-23,Active,8667.89
CC02545,C02545,Gold,100000,2022-05-17,2029-12-04,Active,24790.87
CC02547,C02547,Platinum,150000,2024-06-22,2026-12-11,Blocked,38061.58
CC02548,C02548,Gold,100000,2022-10-24,2027-04-13,Active,40493.72
CC02549,C02549,Gold,50000,2021-10-20,2027-12-21,Active,16485.53
CC02552,C02552,Platinum,50000,2021-06-14,2025-12-11,Blocked,26411.7
CC02554,C02554,Gold,50000,2022-06-26,2025-11-20,Active,12422.36
CC02555,C02555,Silver,100000,2023-11-04,2027-10-17,Blocked,41940.84
CC02556,C02556,Platinum,100000,2021-07-22,2028-02-10,Blocked,2588.88
CC02558,C02558,Silver,150000,2022-04-27,2030-04-09,Active,533.47
CC02559,C02559,Silver,50000,2022-12-10,2029-08-11,Active,21809.51
CC02560,C02560,Gold,50000,2023-03-15,2027-04-17,Active,1721.36
CC02563,C02563,Platinum,50000,2022-09-15,2026-06-13,Blocked,46822.67
CC02564,C02564,Platinum,150000,2023-06-13,2030-05-03,Blocked,34262.56
CC02567,C02567,Silver,100000,2020-12-01,2028-04-06,Active,36500.65
CC02571,C02571,Platinum,50000,2022-09-03,2026-03-28,Active,21811.24
CC02573,C02573,Platinum,150000,2022-04-21,2026-02-14,Blocked,40135.49
CC02577,C02577,Silver,50000,2022-02-24,2030-01-03,Active,31630.63
CC02578,C02578,Gold,150000,2022-06-04,2027-06-30,Active,40324.21
CC02580,C02580,Gold,100000,2021-02-23,2027-01-14,Blocked,3546.7
CC02583,C02583,Platinum,100000,2022-01-25,2026-03-26,Active,24197.41
CC02584,C02584,Silver,150000,2022-01-13,2027-01-20,Active,26291.18
CC02587,C02587,Platinum,100000,2021-07-18,2026-01-18,Active,21047.71
CC02589,C02589,Gold,100000,2023-06-30,2029-11-23,Blocked,34445.58
CC02591,C02591,Platinum,150000,2022-07-07,2026-07-23,Active,30471.35
CC02593,C02593,Silver,50000,2022-11-16,2026-12-20,Blocked,13301.96
CC02594,C02594,Silver,50000,2022-07-26,2027-01-08,Blocked,46555.02
CC02595,C02595,Gold,100000,2023-05-03,2029-12-25,Active,9154.43
CC02597,C02597,Platinum,150000,2021-10-08,2025-11-21,Active,2823.3
CC02598,C02598,Gold,100000,2021-11-23,2026-11-08,Blocked,41464.85
CC02599,C02599,Silver,50000,2022-11-18,2030-04-16,Blocked,24492.33
CC02600,C02600,Gold,150000,2022-01-10,2028-05-28,Active,26948.34
CC02602,C02602,Gold,50000,2023-05-26,2026-10-21,Blocked,48082.27
CC02603,C02603,Silver,150000,2021-02-04,2027-07-30,Blocked,16446.81
CC02604,C02604,Platinum,50000,2024-01-12,2025-12-26,Active,6126.26
CC02609,C02609,Gold,50000,2022-10-07,2026-04-06,Blocked,28604.7
CC02610,C02610,Gold,150000,2021-11-08,2029-12-10,Active,15514.68
CC02612,C02612,Silver,100000,2023-02-27,2029-10-18,Active,4832.87
CC02613,C02613,Silver,150000,2022-07-26,2026-10-10,Blocked,6581.65
CC02614,C02614,Gold,50000,2022-07-08,2026-10-13,Blocked,37722.35
CC02615,C02615,Gold,100000,2022-10-18,2028-03-06,Blocked,6722.68
CC02617,C02617,Gold,100000,2023-01-29,2030-05-04,Blocked,20460.05
CC02620,C02620,Platinum,100000,2021-02-03,2029-02-03,Blocked,1625.14
CC02621,C02621,Silver,150000,2023-09-12,2028-02-17,Active,32226.83
CC02622,C02622,Platinum,100000,2021-04-19,2028-05-07,Blocked,9678.53
CC02623,C02623,Platinum,100000,2020-11-04,2027-11-05,Active,7979.3
CC02624,C02624,Gold,100000,2021-10-03,2030-02-02,Blocked,21629.35
CC02626,C02626,Platinum,100000,2022-03-23,2029-05-17,Active,6060.37
CC02627,C02627,Gold,150000,2023-04-23,2030-03-13,Active,12377.72
CC02630,C02630,Silver,150000,2023-02-11,2030-04-15,Active,8441.03
CC02632,C02632,Platinum,100000,2022-10-02,2029-06-27,Blocked,36244.6
CC02633,C02633,Gold,100000,2021-10-07,2027-01-17,Active,38505.63
CC02635,C02635,Platinum,50000,2023-09-08,2027-06-11,Active,9445.53
CC02636,C02636,Silver,100000,2023-03-06,2026-12-31,Blocked,30238.48
CC02637,C02637,Gold,100000,2022-12-07,2028-04-16,Blocked,24064.69
CC02638,C02638,Gold,50000,2023-08-20,2027-03-25,Blocked,16587.48
CC02639,C02639,Silver,100000,2021-03-01,2030-04-08,Blocked,13564.6
CC02641,C02641,Platinum,100000,2021-02-01,2027-12-29,Active,49563.07
CC02643,C02643,Gold,150000,2023-07-07,2029-11-13,Active,44984.62
CC02644,C02644,Platinum,50000,2022-05-24,2027-12-02,Blocked,4507.58
CC02648,C02648,Platinum,50000,2024-03-16,2028-03-23,Active,29128.25
CC02649,C02649,Gold,100000,2020-10-05,2025-11-08,Blocked,2005.58
CC02650,C02650,Gold,150000,2022-07-03,2029-01-29,Blocked,48431.91
CC02653,C02653,Platinum,50000,2024-02-07,2025-11-19,Active,2482.46
CC02654,C02654,Gold,100000,2021-04-14,2025-09-01,Active,26838.71
CC02655,C02655,Silver,50000,2021-07-12,2030-01-26,Blocked,7050.86
CC02659,C02659,Platinum,100000,2024-01-08,2027-03-20,Active,6358.19
CC02662,C02662,Gold,150000,2021-09-22,2027-03-28,Blocked,35062.8
CC02663,C02663,Silver,50000,2023-07-06,2028-07-05,Blocked,25104.83
CC02664,C02664,Gold,150000,2020-11-12,2027-07-29,Blocked,25636.71
CC02665,C02665,Platinum,150000,2021-12-28,2030-06-18,Active,3336.98
CC02667,C02667,Gold,150000,2023-01-19,2030-06-19,Blocked,20067.58
CC02668,C02668,Gold,100000,2023-02-22,2027-04-05,Active,37557.0
CC02671,C02671,Gold,150000,2023-07-28,2028-03-22,Active,1465.76
CC02673,C02673,Gold,150000,2023-06-30,2027-09-18,Blocked,8403.18
CC02675,C02675,Gold,50000,2023-07-15,2029-09-30,Blocked,3243.73
CC02676,C02676,Gold,100000,2022-03-03,2027-10-21,Blocked,19487.31
CC02682,C02682,Gold,100000,2023-02-17,2026-07-02,Active,34917.39
CC02683,C02683,Platinum,100000,2021-03-05,2030-01-23,Blocked,1228.85
CC02685,C02685,Platinum,150000,2024-06-22,2026-05-05,Active,14426.01
CC02686,C02686,Platinum,100000,2023-10-24,2027-10-06,Active,3785.09
CC02688,C02688,Gold,150000,2021-12-31,2028-02-02,Blocked,29873.78
CC02689,C02689,Silver,50000,2022-03-25,2029-01-12,Active,29710.19
CC02693,C02693,Gold,150000,2022-03-19,2026-10-03,Blocked,13898.69
CC02695,C02695,Platinum,100000,2022-09-18,2027-12-31,Active,37687.76
CC02696,C02696,Silver,150000,2023-04-30,2029-06-27,Blocked,10598.57
CC02699,C02699,Silver,150000,2022-12-27,2026-02-25,Active,15973.0
CC02700,C02700,Gold,150000,2021-04-15,2026-10-21,Blocked,13671.92
CC02701,C02701,Platinum,50000,2022-02-19,2027-12-29,Active,7861.89
CC02702,C02702,Platinum,50000,2024-01-19,2026-07-23,Active,32083.64
CC02703,C02703,Silver,50000,2021-04-29,2028-05-18,Active,31637.83
CC02704,C02704,Silver,150000,2021-02-23,2027-02-15,Active,9011.21
CC02705,C02705,Platinum,100000,2023-11-23,2026-02-20,Blocked,5015.12
CC02710,C02710,Platinum,150000,2024-04-13,2030-05-30,Active,40993.84
CC02711,C02711,Silver,150000,2021-02-11,2028-02-18,Active,36542.03
CC02713,C02713,Silver,150000,2022-10-02,2028-01-14,Active,14449.01
CC02716,C02716,Gold,150000,2021-10-14,2029-01-06,Blocked,49058.69
CC02717,C02717,Silver,100000,2022-07-26,2029-04-11,Blocked,8047.38
CC02720,C02720,Silver,50000,2020-11-26,2025-09-15,Blocked,38416.65
CC02722,C02722,Gold,150000,2021-04-11,2027-08-22,Active,30550.33
CC02723,C02723,Platinum,150000,2024-02-02,2027-10-02,Blocked,41520.02
CC02724,C02724,Platinum,100000,2023-11-16,2030-04-15,Blocked,38504.39
CC02726,C02726,Silver,100000,2020-09-26,2027-08-12,Active,39253.44
CC02730,C02730,Platinum,150000,2020-12-11,2029-08-20,Active,8178.95
CC02731,C02731,Platinum,150000,2023-09-18,2027-07-27,Active,10140.34
CC02733,C02733,Silver,100000,2024-06-27,2026-01-01,Active,24629.16
CC02734,C02734,Gold,150000,2022-08-15,2028-02-28,Active,48915.88
CC02735,C02735,Platinum,100000,2022-12-26,2028-11-27,Active,5692.95
CC02737,C02737,Platinum,100000,2023-08-22,2029-10-05,Blocked,22240.64
CC02738,C02738,Platinum,50000,2020-11-01,2028-01-21,Blocked,23884.34
CC02740,C02740,Platinum,150000,2022-08-15,2029-06-14,Active,32611.29
CC02741,C02741,Gold,50000,2021-09-06,2030-06-04,Active,18302.74
CC02742,C02742,Silver,150000,2022-01-05,2025-08-13,Blocked,16838.31
CC02743,C02743,Platinum,150000,2022-05-03,2026-08-28,Blocked,5662.18
CC02746,C02746,Platinum,50000,2021-02-08,2029-05-29,Active,44767.82
CC02747,C02747,Silver,50000,2022-07-22,2025-09-30,Active,46740.28
CC02749,C02749,Gold,50000,2021-03-02,2026-05-26,Blocked,11425.64
CC02755,C02755,Platinum,150000,2024-04-19,2027-10-09,Blocked,31473.2
CC02759,C02759,Gold,50000,2021-11-08,2027-11-28,Blocked,824.66
CC02761,C02761,Platinum,150000,2023-06-24,2028-03-28,Blocked,40120.04
CC02765,C02765,Platinum,150000,2023-05-19,2028-02-10,Active,28808.35
CC02770,C02770,Gold,50000,2024-05-26,2028-10-16,Blocked,29092.66
CC02771,C02771,Gold,100000,2022-07-14,2029-08-30,Active,40776.48
CC02772,C02772,Platinum,100000,2023-01-20,2029-01-24,Active,6425.04
CC02777,C02777,Silver,150000,2022-01-20,2028-03-27,Active,2759.08
CC02785,C02785,Gold,150000,2020-08-01,2026-04-25,Blocked,45677.28
CC02787,C02787,Gold,150000,2023-10-03,2029-12-18,Blocked,19008.15
CC02791,C02791,Silver,100000,2022-05-22,2029-09-16,Blocked,41444.94
CC02797,C02797,Silver,100000,2024-01-03,2030-05-19,Blocked,46355.77
CC02800,C02800,Gold,50000,2021-05-11,2026-04-25,Active,178.1
CC02801,C02801,Gold,50000,2020-10-22,2030-05-26,Active,20809.98
CC02806,C02806,Silver,50000,2024-05-31,2027-03-05,Active,10060.51
CC02809,C02809,Gold,100000,2021-01-07,2028-06-01,Active,28109.06
CC02812,C02812,Gold,150000,2020-09-15,2028-01-16,Active,15551.46
CC02814,C02814,Silver,50000,2023-10-12,2027-01-30,Active,36881.76
CC02815,C02815,Gold,50000,2023-03-23,2027-12-02,Active,33190.4
CC02817,C02817,Silver,150000,2023-05-28,2029-06-02,Active,35620.92
CC02818,C02818,Gold,150000,2020-12-14,2026-10-09,Active,1960.77
CC02821,C02821,Platinum,50000,2021-09-26,2028-05-12,Blocked,40392.31
CC02822,C02822,Platinum,150000,2022-03-07,2025-12-13,Active,14075.4
CC02824,C02824,Gold,150000,2023-12-10,2028-02-23,Blocked,33660.15
CC02827,C02827,Platinum,150000,2022-02-25,2028-01-03,Active,5127.9
CC02828,C02828,Silver,100000,2021-01-19,2027-01-30,Blocked,10056.97
CC02833,C02833,Gold,100000,2024-06-22,2028-06-27,Blocked,37175.89
CC02834,C02834,Platinum,50000,2021-01-17,2028-01-26,Blocked,44434.31
CC02835,C02835,Silver,50000,2022-04-30,2026-05-19,Blocked,648.07
CC02838,C02838,Gold,100000,2024-05-15,2026-04-29,Blocked,1976.49
CC02844,C02844,Silver,100000,2023-03-18,2030-05-13,Active,49621.07
CC02845,C02845,Gold,100000,2024-03-16,2025-08-25,Active,21812.95
CC02850,C02850,Gold,100000,2022-01-29,2027-12-28,Active,23257.41
CC02851,C02851,Silver,100000,2024-06-05,2026-01-25,Blocked,18609.15
CC02852,C02852,Gold,100000,2020-12-04,2025-08-22,Active,29985.94
CC02853,C02853,Gold,50000,2021-09-19,2026-12-14,Active,39385.67
CC02856,C02856,Silver,100000,2022-04-11,2026-01-10,Blocked,27759.37
CC02857,C02857,Silver,50000,2021-11-25,2025-08-16,Active,33878.82
CC02862,C02862,Platinum,50000,2022-12-22,2025-07-31,Active,11384.71
CC02863,C02863,Gold,50000,2024-07-07,2026-04-11,Blocked,15105.2
CC02864,C02864,Platinum,150000,2024-07-18,2030-04-24,Blocked,47651.49
CC02865,C02865,Gold,100000,2021-08-03,2027-09-29,Blocked,41123.51
CC02868,C02868,Gold,150000,2023-03-30,2028-02-03,Blocked,5401.52
CC02870,C02870,Gold,100000,2022-06-11,2028-11-03,Blocked,11904.92
CC02871,C02871,Gold,150000,2021-10-07,2027-07-28,Blocked,11725.21
CC02878,C02878,Gold,100000,2022-06-23,2029-03-01,Blocked,13064.28
CC02879,C02879,Silver,50000,2022-10-30,2030-06-22,Active,41296.67
CC02880,C02880,Silver,150000,2022-10-13,2027-05-30,Blocked,14598.14
CC02882,C02882,Silver,50000,2023-09-26,2029-01-04,Blocked,41344.55
CC02883,C02883,Silver,150000,2022-01-30,2025-10-18,Blocked,5726.57
CC02884,C02884,Silver,100000,2023-10-27,2027-01-09,Blocked,39274.36
CC02886,C02886,Platinum,100000,2022-12-26,2028-05-03,Active,45979.14
CC02887,C02887,Silver,150000,2023-10-15,2027-12-13,Active,9149.09
CC02889,C02889,Platinum,150000,2022-11-28,2029-01-31,Blocked,20529.46
CC02891,C02891,Silver,150000,2023-04-29,2026-06-05,Active,16602.56
CC02892,C02892,Platinum,100000,2021-06-28,2027-02-27,Blocked,12160.93
CC02893,C02893,Platinum,150000,2024-02-16,2028-02-07,Active,2041.82
CC02894,C02894,Platinum,150000,2024-03-15,2030-03-18,Blocked,25585.71
CC02895,C02895,Gold,150000,2021-08-29,2029-08-08,Active,11726.6
CC02896,C02896,Platinum,50000,2020-09-13,2028-01-16,Active,47425.4
CC02897,C02897,Platinum,50000,2022-12-31,2030-04-04,Blocked,7919.31
CC02903,C02903,Platinum,100000,2021-05-10,2027-10-18,Active,44365.83
CC02905,C02905,Silver,150000,2021-10-02,2027-07-14,Active,9615.74
CC02906,C02906,Gold,50000,2022-11-19,2028-08-31,Blocked,23181.72
CC02910,C02910,Gold,100000,2020-12-25,2025-09-26,Active,9024.52
CC02912,C02912,Silver,150000,2021-02-14,2029-03-22,Blocked,18524.87
CC02913,C02913,Platinum,50000,2021-11-16,2026-02-15,Blocked,6137.17
CC02914,C02914,Platinum,50000,2024-04-04,2026-03-11,Active,29790.54
CC02915,C02915,Platinum,150000,2023-11-10,2028-05-08,Active,21594.53
CC02916,C02916,Silver,100000,2022-09-08,2028-03-29,Blocked,35301.86
CC02917,C02917,Silver,150000,2021-06-01,2028-10-17,Active,33261.85
CC02920,C02920,Platinum,100000,2023-10-23,2026-11-25,Active,6616.65
CC02921,C02921,Platinum,100000,2023-02-22,2026-11-30,Active,24123.86
CC02922,C02922,Silver,50000,2024-05-04,2028-04-11,Blocked,5965.36
CC02923,C02923,Silver,100000,2022-11-28,2026-05-24,Blocked,47115.73
CC02925,C02925,Gold,50000,2021-02-24,2028-05-25,Active,28374.57
CC02926,C02926,Platinum,50000,2022-01-08,2029-06-27,Blocked,31855.01
CC02927,C02927,Platinum,150000,2021-09-29,2030-06-27,Blocked,19923.62
CC02931,C02931,Platinum,100000,2020-10-16,2028-07-08,Active,48476.39
CC02933,C02933,Platinum,50000,2021-03-16,2026-10-08,Active,10327.29
CC02935,C02935,Silver,50000,2020-09-23,2028-12-13,Blocked,1603.0
CC02936,C02936,Gold,100000,2022-06-14,2026-10-07,Blocked,41364.87
CC02937,C02937,Gold,100000,2024-07-02,2028-05-23,Blocked,21770.02
CC02938,C02938,Silver,50000,2022-07-16,2029-01-18,Blocked,44825.84
CC02940,C02940,Platinum,100000,2022-08-02,2030-06-15,Active,36971.93
CC02942,C02942,Gold,100000,2021-12-02,2028-03-20,Blocked,30661.41
CC02945,C02945,Platinum,150000,2024-03-01,2028-03-22,Active,9336.77
CC02949,C02949,Silver,50000,2022-07-24,2030-06-20,Active,47220.62
CC02950,C02950,Platinum,100000,2020-11-08,2029-04-08,Blocked,44056.27
CC02951,C02951,Platinum,150000,2024-02-17,2030-05-05,Blocked,49861.06
CC02953,C02953,Silver,150000,2023-12-17,2027-04-22,Active,21693.2
CC02954,C02954,Platinum,50000,2024-03-27,2028-08-04,Blocked,660.18
CC02957,C02957,Gold,100000,2023-06-21,2028-10-05,Active,6166.67
CC02960,C02960,Gold,100000,2023-09-13,2027-07-28,Blocked,39691.65
CC02961,C02961,Gold,100000,2022-03-31,2029-06-26,Active,9443.17
CC02963,C02963,Platinum,100000,2021-05-15,2027-10-09,Blocked,39182.37
CC02964,C02964,Platinum,150000,2020-09-09,2029-06-23,Blocked,20790.54
CC02965,C02965,Platinum,50000,2023-10-09,2027-12-25,Blocked,27578.8
CC02966,C02966,Silver,50000,2022-08-27,2030-01-09,Blocked,20634.08
CC02967,C02967,Gold,150000,2024-01-09,2028-05-18,Blocked,34550.91
CC02970,C02970,Silver,150000,2021-02-26,2026-01-24,Active,21179.2
CC02974,C02974,Platinum,100000,2023-05-27,2029-01-01,Active,19645.68
CC02975,C02975,Silver,150000,2022-06-14,2025-12-01,Active,47539.84
CC02976,C02976,Silver,150000,2020-09-03,2028-12-18,Blocked,3346.45
CC02977,C02977,Platinum,100000,2023-10-02,2026-10-12,Blocked,30435.66
CC02979,C02979,Gold,150000,2022-11-02,2030-04-23,Active,9128.2
CC02980,C02980,Silver,150000,2020-09-06,2029-11-23,Blocked,31025.61
CC02983,C02983,Silver,100000,2021-11-19,2029-06-26,Active,32571.04
CC02985,C02985,Gold,50000,2021-09-06,2026-10-18,Blocked,17064.16
CC02986,C02986,Platinum,100000,2023-10-09,2027-04-29,Blocked,6725.34
CC02987,C02987,Silver,100000,2023-08-18,2027-09-17,Active,7035.65
CC02988,C02988,Platinum,50000,2024-04-09,2027-06-27,Active,8751.13
CC02992,C02992,Gold,150000,2022-02-25,2029-07-12,Blocked,24956.72
CC02993,C02993,Platinum,150000,2023-10-14,2029-12-13,Blocked,44305.0
CC02994,C02994,Silver,50000,2023-09-05,2027-07-29,Blocked,44975.92
CC02997,C02997,Platinum,50000,2023-02-16,2025-10-19,Blocked,34288.16
CC03003,C03003,Gold,150000,2022-03-25,2027-08-30,Active,22330.19
CC03004,C03004,Gold,50000,2023-11-29,2027-01-07,Active,48525.17
CC03007,C03007,Silver,150000,2020-11-23,2027-03-17,Blocked,3374.46
CC03012,C03012,Silver,150000,2022-07-19,2028-12-22,Active,4540.66
CC03013,C03013,Silver,100000,2024-06-05,2027-08-30,Blocked,21200.6
