ProductID,CustomerID,ProductType,Amount,TenureMonths,EMI,StartDate,EndDate,Status
P02713,C02713,Personal Loan,50000,12,5444.09,2020-10-04,2027-11-13,Closed
P02715,C02715,Personal Loan,100000,24,3217.48,2022-01-04,2027-07-15,Active
P02717,C02717,Home Loan,250000,24,5885.75,2021-12-05,2025-11-05,Active
P02719,C02719,Car Insurance,100000,120,4147.12,2023-09-03,2028-12-17,Closed
P02722,C02722,Personal Loan,250000,120,7537.9,2023-03-15,2027-10-21,Defaulted
P02724,C02724,Health Insurance,250000,24,1980.91,2020-08-16,2028-01-10,Active
P02725,C02725,Home Loan,50000,12,3291.98,2023-02-11,2026-12-10,Defaulted
P02733,C02733,Car Insurance,500000,24,4877.53,2022-07-31,2027-12-12,Closed
P02738,C02738,Health Insurance,500000,60,6160.45,2020-09-02,2030-04-01,Defaulted
P02741,C02741,Car Insurance,250000,12,3914.53,2024-04-20,2030-04-02,Defaulted
P02748,C02748,Health Insurance,500000,60,1456.35,2021-06-24,2028-07-12,Closed
P02753,C02753,Home Loan,250000,24,6600.34,2023-11-23,2029-05-03,Active
P02754,C02754,Personal Loan,100000,120,8735.33,2021-01-27,2029-07-28,Active
P02757,C02757,Personal Loan,50000,12,6657.77,2020-08-28,2026-10-14,Defaulted
P02758,C02758,Home Loan,50000,60,8669.69,2024-07-04,2026-08-10,Defaulted
P02761,C02761,Health Insurance,500000,60,1341.63,2023-11-12,2029-02-15,Defaulted
P02766,C02766,Home Loan,50000,60,8135.65,2021-03-16,2028-04-02,Active
P02767,C02767,Home Loan,50000,24,1490.84,2024-06-11,2029-01-28,Defaulted
P02768,C02768,Car Insurance,500000,60,7763.89,2022-05-11,2028-08-16,Active
P02769,C02769,Home Loan,500000,60,3188.46,2021-05-27,2027-03-16,Defaulted
P02770,C02770,Car Insurance,50000,120,4331.04,2021-03-23,2025-10-03,Closed
P02771,C02771,Home Loan,250000,24,3200.54,2020-12-28,2026-11-29,Defaulted
P02775,C02775,Home Loan,50000,60,7071.78,2023-07-11,2026-06-16,Defaulted
P02783,C02783,Car Insurance,250000,12,6822.7,2023-06-27,2026-11-26,Active
P02788,C02788,Health Insurance,250000,12,7258.48,2021-06-25,2025-09-07,Defaulted
P02789,C02789,Car Insurance,50000,60,3849.47,2021-03-04,2028-12-29,Closed
P02790,C02790,Home Loan,100000,24,5743.17,2021-05-07,2028-04-07,Closed
P02794,C02794,Health Insurance,500000,12,6481.19,2020-10-31,2026-01-01,Defaulted
P02795,C02795,Health Insurance,250000,24,5590.77,2021-02-06,2029-10-04,Closed
P02799,C02799,Home Loan,250000,12,7280.83,2024-03-01,2026-08-25,Active
P02803,C02803,Health Insurance,50000,120,2397.11,2020-11-16,2029-09-10,Closed
P02806,C02806,Home Loan,100000,12,9207.72,2022-09-24,2027-09-26,Active
P02807,C02807,Home Loan,250000,120,7137.15,2021-06-03,2029-01-27,Active
P02811,C02811,Personal Loan,250000,120,8937.83,2023-12-07,2029-03-11,Closed
P02812,C02812,Personal Loan,100000,120,6589.88,2021-10-10,2029-08-31,Closed
P02813,C02813,Car Insurance,100000,120,1954.82,2022-10-21,2025-12-24,Closed
P02819,C02819,Car Insurance,50000,12,1506.3,2022-10-15,2028-07-14,Active
P02820,C02820,Home Loan,100000,24,2933.49,2024-06-21,2030-01-26,Closed
P02822,C02822,Health Insurance,500000,60,6513.6,2022-07-07,2027-11-11,Defaulted
P02823,C02823,Personal Loan,50000,12,5263.43,2022-01-14,2026-11-10,Closed
P02828,C02828,Car Insurance,50000,24,8309.56,2024-03-20,2026-01-02,Closed
P02829,C02829,Car Insurance,50000,24,9124.2,2023-10-30,2028-09-16,Active
P02831,C02831,Car Insurance,50000,60,5797.09,2023-02-09,2027-10-20,Closed
P02832,C02832,Health Insurance,100000,12,3131.25,2021-09-02,2027-08-18,Active
P02833,C02833,Home Loan,500000,12,9796.21,2021-04-30,2028-02-25,Closed
P02834,C02834,Home Loan,100000,24,5313.53,2023-05-27,2028-01-16,Active
P02835,C02835,Car Insurance,100000,120,9786.39,2021-05-28,2030-02-16,Active
P02838,C02838,Car Insurance,100000,60,5265.61,2023-03-01,2030-01-01,Active
P02839,C02839,Personal Loan,100000,24,8875.57,2023-08-31,2028-06-24,Active
P02841,C02841,Car Insurance,50000,24,4788.58,2021-03-24,2028-03-24,Defaulted
P02842,C02842,Personal Loan,250000,12,8491.57,2022-05-11,2027-07-11,Active
P02844,C02844,Health Insurance,50000,12,4714.66,2024-01-28,2030-07-23,Defaulted
P02846,C02846,Personal Loan,100000,24,1131.24,2022-04-29,2025-10-27,Active
P02847,C02847,Car Insurance,100000,24,1771.6,2023-06-11,2028-04-03,Active
P02857,C02857,Home Loan,500000,60,5405.02,2021-08-25,2027-11-20,Active
P02858,C02858,Health Insurance,500000,24,9258.92,2023-06-21,2027-11-12,Closed
P02859,C02859,Car Insurance,100000,60,6151.5,2024-01-04,2028-06-27,Defaulted
P02860,C02860,Personal Loan,50000,120,7742.34,2023-05-27,2029-12-13,Defaulted
P02862,C02862,Car Insurance,50000,120,5572.01,2022-01-30,2026-11-30,Active
P02867,C02867,Health Insurance,50000,24,4090.99,2021-03-04,2028-03-15,Closed
P02868,C02868,Personal Loan,50000,24,2265.15,2021-08-04,2029-01-10,Active
P02871,C02871,Car Insurance,250000,60,5954.01,2020-11-18,2027-06-24,Closed
P02872,C02872,Home Loan,100000,24,1563.43,2022-01-25,2030-02-10,Defaulted
P02874,C02874,Personal Loan,100000,24,2803.66,2022-12-26,2025-12-11,Closed
P02876,C02876,Home Loan,100000,60,5495.06,2024-06-29,2028-03-12,Closed
P02877,C02877,Personal Loan,250000,12,2353.67,2024-05-08,2027-09-19,Active
P02878,C02878,Home Loan,250000,12,2152.7,2023-04-17,2029-10-17,Active
P02879,C02879,Car Insurance,100000,60,7825.12,2023-12-17,2025-10-30,Defaulted
P02881,C02881,Health Insurance,50000,120,1115.87,2023-05-17,2029-10-26,Defaulted
P02882,C02882,Home Loan,50000,24,3080.83,2021-10-30,2026-11-10,Closed
P02885,C02885,Home Loan,500000,12,8220.66,2022-06-03,2026-12-24,Active
P02887,C02887,Personal Loan,500000,60,9059.22,2023-09-02,2028-07-10,Defaulted
P02889,C02889,Health Insurance,500000,12,9692.42,2021-06-16,2028-09-10,Defaulted
P02893,C02893,Home Loan,100000,12,4620.86,2021-01-17,2026-02-19,Closed
P02895,C02895,Personal Loan,500000,60,3741.79,2021-04-20,2026-01-13,Closed
P02897,C02897,Personal Loan,50000,120,1783.49,2023-10-21,2028-07-16,Closed
P02898,C02898,Health Insurance,250000,120,4680.47,2022-01-23,2028-09-24,Defaulted
P02900,C02900,Home Loan,250000,24,1524.41,2023-01-24,2028-07-05,Active
P02903,C02903,Personal Loan,50000,12,2286.77,2022-11-15,2030-07-05,Defaulted
P02904,C02904,Car Insurance,500000,60,1916.57,2023-03-22,2025-12-01,Closed
P02906,C02906,Home Loan,50000,12,8347.4,2020-10-24,2030-02-25,Closed
P02907,C02907,Health Insurance,500000,60,6074.94,2023-03-20,2030-04-03,Active
P02908,C02908,Health Insurance,50000,12,1591.24,2022-03-03,2027-04-14,Active
P02914,C02914,Home Loan,500000,24,1288.44,2023-05-03,2030-07-03,Defaulted
P02916,C02916,Home Loan,500000,24,9719.11,2022-02-10,2029-03-13,Active
P02917,C02917,Home Loan,50000,12,4005.96,2022-11-22,2028-01-14,Active
P02918,C02918,Health Insurance,500000,60,5736.19,2022-08-15,2025-08-02,Defaulted
P02920,C02920,Health Insurance,250000,12,1987.25,2021-02-11,2028-04-20,Active
P02925,C02925,Health Insurance,250000,120,4466.36,2020-11-05,2027-06-14,Active
P02926,C02926,Personal Loan,100000,12,8650.32,2021-06-11,2029-08-18,Closed
P02927,C02927,Personal Loan,50000,120,7271.64,2020-10-31,2030-07-24,Closed
P02928,C02928,Personal Loan,100000,12,3439.02,2020-12-24,2027-09-23,Defaulted
P02929,C02929,Home Loan,500000,60,1319.67,2022-05-20,2029-12-07,Closed
P02930,C02930,Home Loan,500000,12,5974.25,2023-07-09,2026-08-20,Closed
P02931,C02931,Car Insurance,250000,120,1615.7,2021-12-21,2029-03-26,Closed
P02941,C02941,Home Loan,250000,120,2958.49,2021-09-19,2028-10-05,Defaulted
P02943,C02943,Home Loan,50000,12,5307.46,2021-05-17,2029-08-19,Defaulted
P02944,C02944,Health Insurance,50000,120,6373.6,2020-10-09,2025-09-17,Defaulted
P02948,C02948,Health Insurance,100000,60,5542.0,2021-08-16,2030-04-10,Active
P02952,C02952,Car Insurance,500000,24,9055.05,2023-03-26,2027-08-30,Active
P02953,C02953,Personal Loan,100000,120,5057.4,2021-01-12,2026-12-12,Closed
P02954,C02954,Home Loan,250000,24,8302.68,2021-02-05,2030-05-04,Closed
P02959,C02959,Car Insurance,500000,24,1404.19,2020-10-05,2029-08-25,Closed
P02963,C02963,Personal Loan,100000,24,3563.56,2022-03-02,2030-02-01,Closed
P02964,C02964,Home Loan,500000,60,3441.13,2022-12-26,2030-07-07,Defaulted
P02967,C02967,Car Insurance,50000,24,9051.51,2022-04-30,2025-12-20,Closed
P02969,C02969,Home Loan,50000,24,7616.88,2020-09-06,2029-04-03,Closed
P02973,C02973,Health Insurance,250000,60,2764.42,2022-05-29,2027-07-16,Defaulted
P02974,C02974,Car Insurance,250000,24,4951.65,2021-08-08,2025-10-26,Active
P02976,C02976,Car Insurance,500000,12,3023.29,2022-12-23,2026-02-24,Active
P02977,C02977,Car Insurance,250000,24,3650.97,2022-06-30,2029-09-16,Active
P02978,C02978,Health Insurance,250000,60,9481.61,2023-03-10,2025-11-21,Active
P02979,C02979,Car Insurance,500000,24,8349.42,2023-05-28,2026-03-08,Defaulted
P02982,C02982,Home Loan,50000,12,1286.78,2020-11-24,2026-09-06,Defaulted
P02983,C02983,Personal Loan,500000,60,5215.02,2023-02-12,2027-10-17,Closed
P02984,C02984,Home Loan,50000,24,1909.82,2023-11-01,2026-06-12,Closed
P02987,C02987,Personal Loan,50000,120,9384.29,2021-01-27,2025-09-13,Defaulted
P02988,C02988,Car Insurance,250000,60,3670.12,2023-05-19,2029-01-26,Closed
P02992,C02992,Home Loan,50000,120,9283.6,2021-06-15,2029-09-20,Closed
P02993,C02993,Health Insurance,250000,60,3685.8,2023-03-30,2029-03-15,Closed
P02994,C02994,Personal Loan,500000,120,3524.62,2020-09-24,2029-12-10,Closed
P02995,C02995,Personal Loan,50000,24,1416.88,2023-09-11,2030-03-16,Defaulted
P03000,C03000,Health Insurance,100000,120,7161.65,2021-10-03,2025-08-13,Closed
P03004,C03004,Health Insurance,250000,120,7867.73,2022-02-27,2029-10-13,Active
P03005,C03005,Health Insurance,100000,60,7680.73,2023-03-29,2027-12-02,Defaulted
P03007,C03007,Home Loan,50000,120,9503.65,2023-09-06,2028-07-06,Closed
P03008,C03008,Health Insurance,100000,24,4534.56,2021-03-07,2027-10-14,Closed
P03011,C03011,Personal Loan,250000,12,3762.06,2024-01-21,2029-12-07,Closed
P03014,C03014,Health Insurance,500000,60,3330.14,2021-06-18,2028-04-24,Active
P03025,C03025,Health Insurance,50000,60,7902.94,2023-04-20,2027-04-30,Closed
P03026,C03026,Health Insurance,250000,12,7248.82,2022-11-29,2025-12-17,Active
P03032,C03032,Health Insurance,500000,12,3728.74,2021-09-02,2028-06-16,Defaulted
P03034,C03034,Car Insurance,250000,12,8690.5,2023-05-26,2029-12-02,Defaulted
P03035,C03035,Health Insurance,250000,120,7262.2,2022-07-03,2025-09-19,Closed
P03038,C03038,Personal Loan,50000,60,9764.53,2022-08-28,2028-05-12,Closed
P03041,C03041,Car Insurance,250000,24,8161.76,2021-10-29,2030-03-15,Active
P03042,C03042,Car Insurance,250000,12,9388.09,2024-02-26,2026-04-21,Closed
P03044,C03044,Home Loan,50000,24,2503.85,2024-06-03,2029-03-28,Defaulted
P03045,C03045,Car Insurance,50000,24,9464.01,2022-12-07,2028-10-18,Active
P03046,C03046,Home Loan,500000,24,5735.79,2021-05-27,2028-10-09,Closed
P03050,C03050,Home Loan,500000,24,2060.95,2024-03-30,2026-01-09,Defaulted
P03051,C03051,Home Loan,50000,12,7524.4,2021-07-08,2028-09-03,Active
P03054,C03054,Personal Loan,250000,60,9527.47,2023-03-05,2027-06-29,Active
P03057,C03057,Car Insurance,250000,24,4001.33,2024-01-21,2025-12-05,Active
P03060,C03060,Home Loan,250000,120,3939.79,2021-01-05,2025-12-01,Closed
P03061,C03061,Home Loan,100000,120,2364.64,2023-07-06,2028-07-12,Active
P03065,C03065,Home Loan,100000,60,5666.24,2024-01-24,2028-12-19,Closed
P03066,C03066,Home Loan,250000,120,7564.9,2021-05-17,2028-11-22,Defaulted
P03069,C03069,Health Insurance,100000,60,7426.0,2022-03-12,2029-03-01,Closed
P03072,C03072,Health Insurance,250000,12,5179.99,2024-06-29,2028-05-04,Active
P03073,C03073,Home Loan,100000,24,3302.57,2021-07-12,2025-12-12,Closed
P03077,C03077,Personal Loan,500000,120,6734.04,2023-11-08,2026-01-08,Active
P03078,C03078,Personal Loan,50000,12,2931.57,2020-08-28,2025-12-08,Active
P03081,C03081,Personal Loan,100000,60,9358.69,2021-10-02,2027-08-06,Closed
P03084,C03084,Personal Loan,500000,120,3046.26,2022-08-08,2025-12-23,Active
P03087,C03087,Health Insurance,500000,24,7188.47,2024-03-20,2027-12-13,Defaulted
P03090,C03090,Personal Loan,500000,12,7096.18,2022-08-30,2030-02-14,Closed
P03092,C03092,Health Insurance,250000,12,7307.66,2022-02-03,2025-12-11,Defaulted
P03096,C03096,Personal Loan,500000,120,4562.91,2023-09-09,2028-02-21,Active
P03097,C03097,Health Insurance,250000,60,5944.41,2022-10-12,2030-05-09,Defaulted
P03099,C03099,Personal Loan,50000,12,2865.02,2022-09-17,2029-01-05,Defaulted
P03100,C03100,Home Loan,250000,24,9570.22,2023-01-06,2029-01-21,Closed
P03103,C03103,Health Insurance,500000,60,1090.02,2022-05-31,2026-10-26,Closed
P03104,C03104,Home Loan,100000,12,2255.89,2022-11-14,2025-09-20,Active
P03105,C03105,Home Loan,500000,12,8181.29,2023-11-07,2029-09-14,Active
P03106,C03106,Health Insurance,50000,60,9746.72,2021-10-25,2026-10-20,Closed
P03110,C03110,Personal Loan,250000,120,5310.78,2021-05-20,2029-05-14,Active
P03111,C03111,Home Loan,250000,60,1383.81,2023-06-15,2025-10-23,Defaulted
P03116,C03116,Personal Loan,100000,60,1146.47,2021-08-12,2027-04-19,Active
P03117,C03117,Home Loan,100000,60,4582.35,2022-01-08,2027-11-15,Closed
P03118,C03118,Car Insurance,250000,60,5915.44,2021-05-03,2027-12-23,Active
P03119,C03119,Personal Loan,500000,12,8219.51,2023-03-19,2026-08-17,Closed
P03120,C03120,Health Insurance,100000,12,1829.72,2024-05-20,2027-09-22,Active
P03121,C03121,Car Insurance,250000,60,2689.96,2024-03-11,2026-11-25,Defaulted
P03126,C03126,Car Insurance,100000,12,4563.54,2024-05-24,2026-07-25,Closed
P03128,C03128,Car Insurance,100000,24,1846.7,2024-01-30,2026-05-21,Active
P03129,C03129,Home Loan,50000,24,5955.87,2022-12-12,2029-07-29,Active
P03131,C03131,Personal Loan,50000,12,2886.49,2024-01-25,2026-03-06,Active
P03132,C03132,Car Insurance,500000,24,1870.68,2024-04-14,2025-10-27,Closed
P03133,C03133,Car Insurance,250000,12,9587.06,2021-06-15,2026-04-11,Active
P03135,C03135,Home Loan,500000,60,9149.32,2023-09-04,2030-07-09,Active
P03137,C03137,Home Loan,100000,12,7440.26,2024-05-03,2028-03-26,Active
P03138,C03138,Home Loan,100000,120,8081.4,2021-12-06,2029-04-27,Active
P03141,C03141,Health Insurance,100000,120,5826.86,2021-07-20,2029-05-10,Defaulted
P03146,C03146,Car Insurance,500000,60,4198.9,2023-08-11,2025-10-16,Defaulted
P03147,C03147,Home Loan,50000,120,2325.85,2021-11-18,2029-04-14,Defaulted
P03148,C03148,Health Insurance,250000,120,4708.47,2023-02-27,2026-09-22,Active
P03149,C03149,Health Insurance,50000,24,9657.03,2022-10-23,2028-03-24,Closed
P03150,C03150,Home Loan,250000,60,2184.02,2023-04-10,2027-11-22,Closed
P03152,C03152,Health Insurance,50000,12,2147.38,2022-12-23,2026-09-24,Active
P03156,C03156,Health Insurance,500000,120,9949.55,2024-05-02,2026-05-03,Defaulted
P03157,C03157,Health Insurance,250000,12,5710.59,2022-03-11,2028-02-03,Defaulted
P03159,C03159,Car Insurance,50000,60,9481.17,2023-01-16,2027-01-11,Defaulted
P03165,C03165,Personal Loan,100000,120,3704.01,2024-04-07,2027-08-18,Active
P03168,C03168,Car Insurance,100000,24,3580.79,2021-01-20,2026-01-31,Active
P03170,C03170,Car Insurance,50000,120,9224.66,2021-02-26,2027-10-21,Active
P03173,C03173,Car Insurance,50000,24,2806.71,2022-05-21,2029-02-27,Active
P03177,C03177,Personal Loan,100000,24,2762.34,2022-06-22,2028-06-28,Defaulted
P03179,C03179,Health Insurance,50000,120,4828.32,2022-07-13,2027-01-19,Defaulted
P03180,C03180,Personal Loan,100000,60,2222.2,2023-11-13,2025-10-28,Closed
P03184,C03184,Health Insurance,500000,60,8209.42,2024-05-12,2026-09-25,Active
P03185,C03185,Personal Loan,250000,120,2093.27,2023-01-26,2025-09-17,Active
P03187,C03187,Car Insurance,250000,120,6417.06,2023-08-31,2025-10-30,Active
P03188,C03188,Home Loan,50000,60,7869.32,2021-12-22,2029-01-06,Closed
P03192,C03192,Car Insurance,500000,120,6265.8,2022-05-05,2025-10-31,Active
P03201,C03201,Health Insurance,100000,120,4832.97,2022-12-29,2027-01-27,Active
P03203,C03203,Car Insurance,500000,24,8299.96,2023-12-18,2028-12-11,Active
P03204,C03204,Home Loan,500000,60,7177.63,2024-04-25,2030-01-05,Active
P03210,C03210,Home Loan,250000,24,9854.34,2020-09-01,2028-02-18,Active
P03215,C03215,Car Insurance,100000,60,1857.86,2020-09-26,2027-10-18,Closed
P03220,C03220,Health Insurance,100000,60,4335.15,2021-02-13,2029-10-25,Closed
P03222,C03222,Health Insurance,500000,120,3844.66,2021-11-10,2028-01-15,Defaulted
P03223,C03223,Car Insurance,100000,120,3552.74,2020-12-24,2027-07-20,Closed
P03229,C03229,Home Loan,250000,24,1239.22,2022-07-03,2028-02-01,Closed
P03230,C03230,Personal Loan,500000,12,7163.66,2022-12-31,2026-12-28,Defaulted
P03231,C03231,Health Insurance,250000,120,3141.98,2021-04-28,2025-11-25,Closed
P03232,C03232,Car Insurance,100000,24,3998.46,2024-03-06,2028-12-25,Defaulted
P03234,C03234,Home Loan,250000,60,1161.85,2022-01-20,2026-02-07,Closed
P03244,C03244,Personal Loan,50000,120,5213.6,2024-03-24,2027-05-09,Defaulted
P03247,C03247,Home Loan,250000,24,9475.72,2021-03-25,2027-10-26,Active
P03248,C03248,Car Insurance,50000,60,8936.03,2021-08-20,2029-04-26,Defaulted
P03249,C03249,Personal Loan,250000,12,8050.74,2020-12-29,2030-07-06,Defaulted
P03252,C03252,Health Insurance,250000,24,9982.22,2022-03-29,2028-08-06,Closed
P03254,C03254,Personal Loan,500000,120,5640.93,2021-03-17,2027-08-14,Closed
P03257,C03257,Car Insurance,50000,60,1315.47,2023-08-16,2025-09-26,Active
P03260,C03260,Car Insurance,500000,12,9878.7,2023-03-08,2029-05-02,Defaulted
P03261,C03261,Home Loan,250000,24,3887.08,2022-11-05,2029-06-22,Active
P03263,C03263,Personal Loan,500000,120,3918.74,2021-05-22,2030-06-21,Closed
P03264,C03264,Personal Loan,100000,24,7382.07,2021-11-18,2026-08-17,Defaulted
P03265,C03265,Home Loan,50000,60,9585.88,2021-06-12,2030-04-15,Defaulted
P03268,C03268,Personal Loan,100000,24,6103.9,2022-05-01,2029-04-23,Active
P03271,C03271,Home Loan,50000,60,4386.75,2020-08-16,2027-10-27,Closed
P03272,C03272,Health Insurance,50000,120,3685.24,2023-02-01,2026-10-10,Active
P03275,C03275,Car Insurance,50000,12,3023.39,2024-04-08,2027-01-07,Closed
P03277,C03277,Personal Loan,250000,120,3599.33,2023-09-14,2029-12-18,Defaulted
P03278,C03278,Home Loan,50000,12,3710.69,2023-09-10,2027-01-21,Active
P03284,C03284,Health Insurance,50000,24,3766.58,2024-02-25,2026-05-28,Defaulted
P03289,C03289,Car Insurance,500000,60,3759.92,2024-03-30,2026-12-12,Defaulted
P03291,C03291,Personal Loan,500000,24,3581.86,2020-10-16,2029-02-11,Defaulted
P03292,C03292,Home Loan,250000,120,4251.68,2022-07-13,2025-11-15,Defaulted
P03296,C03296,Personal Loan,500000,60,9155.95,2022-07-27,2028-08-30,Defaulted
P03297,C03297,Car Insurance,500000,24,2677.49,2020-11-10,2028-11-07,Active
P03302,C03302,Car Insurance,50000,60,1990.81,2022-07-09,2029-11-26,Defaulted
P03307,C03307,Personal Loan,100000,24,6190.03,2021-01-17,2029-11-06,Closed
P03309,C03309,Home Loan,100000,12,8428.51,2020-12-29,2027-09-09,Closed
P03311,C03311,Car Insurance,500000,12,8550.58,2020-12-26,2026-03-05,Active
P03314,C03314,Car Insurance,100000,12,3713.35,2020-08-05,2028-09-26,Closed
P03317,C03317,Home Loan,100000,120,6647.32,2022-06-14,2026-11-07,Active
P03321,C03321,Personal Loan,100000,24,6631.64,2024-05-06,2030-06-15,Defaulted
P03322,C03322,Car Insurance,50000,120,3310.18,2023-09-05,2026-06-05,Closed
P03327,C03327,Car Insurance,500000,24,3716.46,2021-03-30,2029-12-21,Active
P03329,C03329,Home Loan,100000,24,2460.5,2023-06-03,2025-12-26,Closed
P03332,C03332,Car Insurance,100000,60,7537.94,2021-01-06,2026-09-20,Defaulted
P03333,C03333,Health Insurance,50000,24,8136.2,2022-02-08,2026-04-11,Closed
P03335,C03335,Health Insurance,250000,24,5455.39,2020-10-08,2029-09-25,Defaulted
P03337,C03337,Home Loan,50000,120,7245.87,2023-08-22,2025-09-07,Active
P03338,C03338,Car Insurance,50000,60,1278.74,2020-07-28,2030-01-29,Closed
P03339,C03339,Car Insurance,250000,24,4684.96,2022-08-23,2027-03-20,Closed
P03340,C03340,Health Insurance,500000,120,6438.31,2021-11-26,2026-05-25,Closed
P03343,C03343,Home Loan,250000,12,6156.42,2024-02-07,2027-10-03,Defaulted
P03345,C03345,Home Loan,500000,120,4256.53,2023-10-30,2027-06-26,Active
P03355,C03355,Car Insurance,50000,12,5311.12,2023-01-01,2027-07-28,Closed
P03356,C03356,Personal Loan,50000,12,1496.22,2024-03-27,2025-11-12,Closed
P03364,C03364,Car Insurance,50000,120,1664.88,2020-12-10,2025-10-12,Defaulted
P03367,C03367,Health Insurance,250000,24,5403.42,2021-06-22,2029-03-09,Closed
P03370,C03370,Health Insurance,50000,120,1804.07,2023-02-24,2028-12-01,Active
P03374,C03374,Health Insurance,500000,12,3814.96,2022-05-08,2025-12-23,Defaulted
P03376,C03376,Health Insurance,100000,12,7299.48,2020-12-05,2028-08-18,Closed
P03379,C03379,Home Loan,250000,120,7285.17,2021-10-29,2026-09-19,Closed
P03381,C03381,Health Insurance,500000,24,5201.06,2023-10-13,2029-04-05,Active
P03390,C03390,Home Loan,100000,24,2237.76,2022-09-20,2028-09-11,Closed
P03393,C03393,Health Insurance,500000,24,5284.81,2024-05-20,2030-04-02,Defaulted
P03394,C03394,Home Loan,250000,24,8885.61,2021-02-21,2026-04-24,Closed
P03396,C03396,Car Insurance,50000,12,7569.8,2023-09-04,2029-11-01,Defaulted
P03404,C03404,Personal Loan,500000,60,3339.5,2023-11-21,2027-05-22,Defaulted
P03410,C03410,Car Insurance,250000,24,1874.31,2022-12-12,2027-04-26,Active
P03412,C03412,Personal Loan,500000,24,8740.04,2020-11-03,2028-08-14,Closed
P03414,C03414,Health Insurance,50000,60,2774.76,2024-05-03,2029-07-15,Closed
P03416,C03416,Home Loan,50000,120,9693.96,2020-11-20,2027-06-26,Active
P03417,C03417,Health Insurance,50000,12,9455.78,2022-03-22,2026-03-05,Closed
P03419,C03419,Health Insurance,100000,120,7131.81,2023-06-18,2030-03-19,Defaulted
P03421,C03421,Home Loan,500000,60,9661.8,2023-05-01,2025-09-25,Closed
P03422,C03422,Car Insurance,50000,12,2474.67,2022-01-21,2027-12-26,Closed
P03423,C03423,Personal Loan,100000,12,8742.82,2022-05-24,2025-10-18,Closed
P03426,C03426,Health Insurance,250000,120,3361.58,2022-02-24,2026-11-14,Closed
P03427,C03427,Personal Loan,100000,60,7419.79,2024-05-04,2025-08-11,Active
P03428,C03428,Car Insurance,50000,12,7026.03,2021-04-28,2028-07-09,Defaulted
P03429,C03429,Home Loan,500000,120,4628.79,2023-02-18,2029-05-12,Closed
P03430,C03430,Personal Loan,100000,12,1942.68,2022-03-29,2027-03-09,Active
P03435,C03435,Personal Loan,500000,24,4578.81,2023-11-18,2030-01-08,Closed
P03438,C03438,Personal Loan,50000,120,3523.31,2022-11-09,2030-06-22,Closed
P03443,C03443,Personal Loan,50000,12,7488.85,2024-03-27,2030-06-13,Active
P03444,C03444,Health Insurance,50000,24,3051.45,2022-05-17,2029-03-01,Defaulted
P03449,C03449,Home Loan,50000,120,9663.77,2020-09-02,2027-09-22,Defaulted
P03450,C03450,Personal Loan,50000,60,5349.35,2023-04-14,2027-11-15,Active
P03452,C03452,Personal Loan,50000,12,4878.34,2023-07-11,2026-07-25,Defaulted
P03455,C03455,Personal Loan,250000,12,1978.66,2022-04-23,2026-10-30,Defaulted
P03458,C03458,Home Loan,50000,24,6814.39,2024-01-28,2025-09-30,Closed
P03459,C03459,Car Insurance,500000,12,9888.45,2021-08-26,2029-09-26,Defaulted
P03460,C03460,Home Loan,50000,60,1372.37,2022-03-06,2029-11-25,Defaulted
P03465,C03465,Car Insurance,50000,60,6976.19,2022-02-23,2029-08-11,Closed
P03468,C03468,Home Loan,100000,12,7129.93,2023-08-13,2026-06-18,Active
P03469,C03469,Health Insurance,100000,120,8968.86,2023-06-26,2030-03-28,Active
P03472,C03472,Car Insurance,500000,12,7466.35,2021-11-25,2027-10-27,Closed
P03476,C03476,Personal Loan,50000,24,3773.3,2022-05-28,2028-07-17,Defaulted
P03477,C03477,Car Insurance,500000,60,6901.21,2024-02-04,2028-02-01,Defaulted
P03478,C03478,Home Loan,250000,60,2273.53,2022-12-12,2026-07-18,Closed
P03483,C03483,Health Insurance,500000,60,3500.7,2020-07-31,2029-02-16,Active
P03484,C03484,Car Insurance,100000,60,5155.9,2021-04-24,2029-07-12,Active
P03488,C03488,Personal Loan,250000,12,7976.73,2024-07-01,2030-01-19,Defaulted
P03493,C03493,Home Loan,50000,120,3325.96,2021-06-04,2025-08-11,Active
P03498,C03498,Home Loan,100000,120,6163.01,2022-09-23,2028-04-09,Defaulted
P03500,C03500,Personal Loan,50000,12,9599.8,2020-12-06,2030-04-22,Defaulted
P03501,C03501,Personal Loan,100000,60,8545.61,2021-03-13,2028-09-27,Active
P03502,C03502,Home Loan,100000,120,8826.12,2023-06-25,2027-08-05,Defaulted
P03504,C03504,Personal Loan,500000,120,7269.06,2022-08-19,2026-10-26,Defaulted
P03505,C03505,Health Insurance,500000,12,2443.57,2021-09-19,2025-08-03,Active
P03507,C03507,Home Loan,100000,24,7271.21,2022-02-22,2028-01-05,Active
P03512,C03512,Personal Loan,250000,60,8784.52,2021-08-23,2028-08-31,Active
P03513,C03513,Health Insurance,100000,12,2858.13,2022-10-13,2029-06-28,Closed
P03515,C03515,Personal Loan,250000,12,6555.56,2023-08-03,2029-10-30,Defaulted
P03522,C03522,Personal Loan,500000,12,1676.94,2023-11-19,2029-12-18,Active
P03523,C03523,Personal Loan,250000,24,1671.18,2023-10-26,2028-07-24,Closed
P03524,C03524,Health Insurance,100000,120,2325.45,2022-11-10,2028-01-17,Active
