TransactionID,AccountID,Date,Type,Amount,Description,Channel
T008532,A09976,2025-06-11,Debit,641.59,Online Transfer,Branch
T008533,A00841,2025-02-09,Credit,8230.38,Online Transfer,Branch
T008534,A01457,2025-03-18,Debit,1638.85,Salary Credit,Online
T008535,A06532,2025-02-01,Credit,14572.78,Online Transfer,ATM
T008536,A07813,2025-05-23,Credit,32148.45,Bill Payment,Branch
T008537,A02209,2024-11-16,Debit,39576.16,Salary Credit,Online
T008538,A04712,2024-11-23,Debit,33076.36,Salary Credit,Mobile App
T008539,A06771,2024-08-16,Debit,26489.61,Salary Credit,Mobile App
T008540,A01323,2025-05-17,Debit,10843.69,ATM Withdrawal,Branch
T008541,A02894,2025-03-28,Debit,16139.37,Salary Credit,ATM
T008542,A09085,2025-01-12,Credit,43703.81,ATM Withdrawal,Online
T008543,A07379,2025-06-03,Debit,4271.2,Online Transfer,Branch
T008544,A05480,2024-08-03,Debit,9473.13,Online Transfer,ATM
T008545,A09067,2024-08-13,Debit,13046.12,Bill Payment,ATM
T008546,A03947,2024-10-09,Debit,43324.01,Salary Credit,Mobile App
T008547,A09125,2025-04-26,Credit,38071.27,ATM Withdrawal,Mobile App
T008548,A06516,2025-06-29,Credit,17033.96,ATM Withdrawal,Branch
T008549,A02322,2025-02-28,Debit,44229.62,Salary Credit,Mobile App
T008550,A07462,2025-04-26,Debit,44590.9,Bill Payment,Online
T008551,A03746,2024-11-16,Credit,34256.71,Bill Payment,ATM
T008552,A00913,2025-01-27,Debit,34012.68,Salary Credit,Branch
T008553,A00676,2025-04-02,Credit,25360.83,Online Transfer,Online
T008554,A07219,2024-08-30,Credit,23672.64,ATM Withdrawal,Online
T008555,A04271,2025-04-17,Credit,28726.73,ATM Withdrawal,ATM
T008556,A03222,2024-12-16,Debit,41480.55,ATM Withdrawal,ATM
T008557,A00658,2025-04-23,Debit,38609.81,Online Transfer,Branch
T008558,A06537,2025-01-26,Credit,6564.2,Salary Credit,ATM
T008559,A08205,2025-06-22,Credit,24874.83,ATM Withdrawal,Branch
T008560,A05731,2024-08-22,Debit,32939.57,Salary Credit,Online
T008561,A09836,2025-04-20,Credit,27419.29,ATM Withdrawal,Branch
T008562,A03214,2024-08-22,Debit,42031.04,Online Transfer,Branch
T008563,A02670,2025-05-28,Debit,49855.63,Online Transfer,ATM
T008564,A01995,2025-03-15,Credit,18505.33,ATM Withdrawal,Online
T008565,A08738,2025-05-14,Credit,2662.79,Bill Payment,Branch
T008566,A02257,2025-04-21,Credit,18091.03,Salary Credit,Branch
T008567,A00934,2025-07-07,Debit,2325.41,Bill Payment,Branch
T008568,A05783,2025-02-23,Credit,25657.93,ATM Withdrawal,Online
T008569,A03786,2025-07-21,Debit,11701.94,ATM Withdrawal,Online
T008570,A01715,2024-09-21,Debit,38143.11,ATM Withdrawal,Branch
T008571,A09605,2025-07-16,Credit,12245.65,Salary Credit,Online
T008572,A00872,2025-05-31,Credit,20045.43,Salary Credit,Branch
T008573,A09390,2024-10-29,Debit,26376.94,Salary Credit,Branch
T008574,A05883,2025-03-01,Credit,18578.67,Bill Payment,Mobile App
T008575,A09079,2024-10-28,Debit,12914.67,ATM Withdrawal,Online
T008576,A06508,2024-12-12,Credit,38378.76,Bill Payment,Mobile App
T008577,A03825,2024-11-24,Credit,24584.89,Online Transfer,ATM
T008578,A08279,2024-11-28,Credit,6186.85,Online Transfer,Mobile App
T008579,A03000,2024-09-07,Credit,25106.93,Online Transfer,Online
T008580,A05280,2024-11-04,Debit,42516.87,Salary Credit,ATM
T008581,A07199,2025-05-28,Credit,47549.45,Online Transfer,ATM
T008582,A01542,2025-06-26,Debit,37446.63,Salary Credit,Online
T008583,A00244,2025-07-08,Credit,29670.37,Salary Credit,ATM
T008584,A03210,2024-09-10,Credit,18095.9,Bill Payment,ATM
T008585,A08555,2025-06-24,Credit,1875.48,Bill Payment,ATM
T008586,A01705,2025-07-05,Debit,9664.87,Bill Payment,Online
T008587,A09527,2024-09-07,Credit,18607.85,ATM Withdrawal,Branch
T008588,A05391,2025-06-21,Credit,26038.07,Online Transfer,Branch
T008589,A02721,2025-02-17,Debit,38773.23,Salary Credit,Online
T008590,A05595,2024-10-05,Debit,7158.0,Bill Payment,Online
T008591,A05208,2025-03-17,Debit,19881.21,Bill Payment,Mobile App
T008592,A05712,2024-10-04,Debit,11326.77,Online Transfer,Mobile App
T008593,A02482,2024-10-29,Credit,20005.42,Bill Payment,Online
T008594,A05587,2025-07-24,Credit,48676.15,Online Transfer,Mobile App
T008595,A04405,2024-11-03,Credit,26687.23,Salary Credit,Mobile App
T008596,A03061,2024-12-02,Debit,35124.14,Bill Payment,Mobile App
T008597,A01698,2025-07-04,Credit,15872.82,ATM Withdrawal,Branch
T008598,A09627,2025-01-08,Debit,34108.15,ATM Withdrawal,Mobile App
T008599,A07217,2025-05-02,Debit,42835.57,Online Transfer,Online
T008600,A03447,2025-05-11,Debit,16302.32,Salary Credit,Branch
T008601,A03343,2025-03-13,Credit,23824.02,ATM Withdrawal,Branch
T008602,A03621,2025-07-08,Debit,47688.49,Online Transfer,Branch
T008603,A06969,2024-10-12,Credit,3638.32,Salary Credit,ATM
T008604,A08649,2024-12-11,Credit,16638.91,Bill Payment,ATM
T008605,A03489,2025-02-15,Credit,16279.89,Bill Payment,Branch
T008606,A07404,2025-05-11,Credit,33703.02,ATM Withdrawal,Online
T008607,A00623,2025-01-02,Credit,17721.23,ATM Withdrawal,Online
T008608,A09829,2025-02-03,Debit,11723.32,ATM Withdrawal,ATM
T008609,A02695,2025-04-27,Debit,16475.14,Online Transfer,Mobile App
T008610,A04458,2024-08-04,Credit,11243.17,Bill Payment,ATM
T008611,A07496,2025-02-18,Debit,8626.67,ATM Withdrawal,ATM
T008612,A02911,2025-07-10,Credit,36192.52,Salary Credit,Online
T008613,A09069,2024-09-18,Debit,18491.58,ATM Withdrawal,ATM
T008614,A05922,2025-07-07,Credit,33355.28,ATM Withdrawal,Mobile App
T008615,A09187,2025-04-28,Debit,34490.59,Bill Payment,ATM
T008616,A05100,2024-10-18,Debit,37353.41,Online Transfer,Mobile App
T008617,A07019,2024-11-08,Credit,29189.84,Salary Credit,Online
T008618,A01921,2025-05-08,Debit,30290.03,Salary Credit,Mobile App
T008619,A00085,2025-02-09,Credit,30526.69,ATM Withdrawal,Branch
T008620,A07137,2025-04-15,Credit,24017.64,Salary Credit,Online
T008621,A09357,2024-11-27,Credit,49527.14,Online Transfer,Branch
T008622,A07100,2024-10-17,Debit,25214.37,ATM Withdrawal,Branch
T008623,A02052,2025-03-07,Credit,42257.27,Salary Credit,ATM
T008624,A06774,2025-06-03,Credit,19412.63,ATM Withdrawal,Mobile App
T008625,A02012,2024-08-31,Credit,43252.42,Bill Payment,ATM
T008626,A03525,2025-06-07,Debit,32618.75,Online Transfer,Mobile App
T008627,A00729,2025-03-03,Debit,12794.78,Salary Credit,Mobile App
T008628,A03439,2025-07-11,Debit,19452.67,Bill Payment,Online
T008629,A04012,2025-06-04,Debit,20453.95,Bill Payment,Branch
T008630,A03073,2024-11-13,Debit,28617.95,Online Transfer,ATM
T008631,A09380,2024-08-28,Credit,36735.66,ATM Withdrawal,ATM
T008632,A08905,2024-09-21,Credit,36002.09,Online Transfer,ATM
T008633,A06144,2025-05-29,Credit,33781.83,Salary Credit,Branch
T008634,A06921,2024-09-12,Debit,17473.71,ATM Withdrawal,Branch
T008635,A06291,2025-02-21,Debit,1908.97,Bill Payment,Branch
T008636,A05864,2025-02-26,Credit,38766.66,Bill Payment,Online
T008637,A02439,2024-08-02,Debit,410.91,ATM Withdrawal,Branch
T008638,A05741,2024-09-24,Debit,32925.58,Bill Payment,ATM
T008639,A09742,2025-06-17,Credit,22098.01,Online Transfer,Mobile App
T008640,A03010,2025-06-13,Credit,10293.3,Salary Credit,Mobile App
T008641,A00806,2024-12-14,Debit,1269.81,ATM Withdrawal,Online
T008642,A00785,2025-05-18,Debit,16170.77,Bill Payment,Mobile App
T008643,A08227,2025-02-01,Credit,43000.8,Online Transfer,Branch
T008644,A03391,2024-09-22,Debit,44446.92,Bill Payment,ATM
T008645,A01987,2025-02-22,Credit,44578.74,Online Transfer,Branch
T008646,A04203,2024-12-18,Debit,40269.09,Online Transfer,Mobile App
T008647,A07820,2024-11-26,Debit,15884.29,Online Transfer,Mobile App
T008648,A09637,2025-04-05,Debit,36259.22,Bill Payment,Mobile App
T008649,A09682,2025-01-23,Debit,44613.39,ATM Withdrawal,Mobile App
T008650,A01165,2025-05-08,Debit,32130.32,Online Transfer,Branch
T008651,A07008,2025-04-20,Credit,31833.07,Bill Payment,ATM
T008652,A00508,2025-01-04,Debit,35842.39,Bill Payment,Branch
T008653,A07559,2024-09-05,Debit,8128.67,Bill Payment,ATM
T008654,A01647,2024-08-03,Debit,24129.42,Bill Payment,Mobile App
T008655,A05613,2024-10-21,Debit,38544.21,ATM Withdrawal,ATM
T008656,A09471,2024-11-04,Credit,8129.78,Salary Credit,Online
T008657,A05724,2025-04-04,Debit,24994.65,ATM Withdrawal,Branch
T008658,A08893,2024-11-09,Credit,10677.89,ATM Withdrawal,Mobile App
T008659,A07180,2025-05-27,Credit,26418.51,Bill Payment,ATM
T008660,A01364,2025-02-01,Credit,13538.32,Salary Credit,Online
T008661,A01965,2025-02-09,Credit,4214.21,Salary Credit,ATM
T008662,A05243,2025-07-13,Debit,5109.76,Salary Credit,Branch
T008663,A03711,2025-05-11,Debit,41154.09,Bill Payment,Mobile App
T008664,A04950,2025-06-06,Debit,13797.49,ATM Withdrawal,Online
T008665,A03282,2024-12-03,Credit,33723.21,Online Transfer,Mobile App
T008666,A05108,2025-05-25,Debit,10052.07,ATM Withdrawal,Branch
T008667,A07417,2025-02-02,Debit,40745.93,Online Transfer,ATM
T008668,A05344,2024-09-15,Debit,4406.7,Salary Credit,Mobile App
T008669,A06043,2025-01-16,Debit,41928.39,Bill Payment,Online
T008670,A01854,2025-01-09,Debit,23983.29,Salary Credit,Mobile App
T008671,A06859,2025-05-20,Credit,30148.57,ATM Withdrawal,Online
T008672,A02605,2024-08-29,Debit,26719.17,ATM Withdrawal,Online
T008673,A00473,2024-10-07,Credit,6080.09,ATM Withdrawal,ATM
T008674,A07017,2024-12-27,Credit,31583.25,Salary Credit,Branch
T008675,A06058,2024-09-17,Debit,16300.98,ATM Withdrawal,ATM
T008676,A00537,2024-11-08,Credit,45510.67,ATM Withdrawal,Online
T008677,A06837,2024-09-01,Debit,49254.31,Bill Payment,ATM
T008678,A08949,2025-01-25,Debit,13884.7,Online Transfer,Online
T008679,A01214,2024-08-17,Debit,16867.6,Online Transfer,Branch
T008680,A03741,2024-12-22,Debit,43772.54,Salary Credit,Mobile App
T008681,A01082,2025-01-16,Credit,291.17,Salary Credit,Branch
T008682,A00684,2024-09-07,Credit,32747.53,Salary Credit,ATM
T008683,A00277,2025-02-26,Credit,21188.2,Online Transfer,ATM
T008684,A06139,2024-12-11,Debit,26824.15,Salary Credit,ATM
T008685,A04906,2025-03-09,Credit,33339.57,Salary Credit,Mobile App
T008686,A02149,2024-11-03,Credit,29498.0,ATM Withdrawal,Branch
T008687,A03283,2024-09-15,Debit,9387.2,Online Transfer,ATM
T008688,A05717,2025-04-05,Credit,48757.29,Online Transfer,Branch
T008689,A04206,2024-09-13,Credit,46968.68,Salary Credit,Online
T008690,A09503,2025-06-25,Debit,6692.35,ATM Withdrawal,ATM
T008691,A04538,2025-01-21,Debit,40761.51,Online Transfer,ATM
T008692,A09213,2024-10-05,Credit,19609.48,Online Transfer,Branch
T008693,A07143,2024-12-28,Debit,28328.59,Salary Credit,ATM
T008694,A06979,2024-08-27,Debit,483.32,ATM Withdrawal,Branch
T008695,A05395,2024-12-31,Credit,5937.63,Bill Payment,Online
T008696,A03390,2025-01-12,Credit,48456.42,ATM Withdrawal,Mobile App
T008697,A07446,2024-08-02,Debit,28300.86,Online Transfer,Mobile App
T008698,A07326,2025-03-28,Debit,28107.88,ATM Withdrawal,Online
T008699,A01102,2024-09-08,Credit,18545.54,ATM Withdrawal,Mobile App
T008700,A04799,2024-12-10,Credit,26667.74,ATM Withdrawal,Branch
T008701,A02051,2025-05-24,Debit,38530.98,Online Transfer,Branch
T008702,A06923,2024-11-10,Credit,1470.08,Bill Payment,Mobile App
T008703,A02639,2025-04-23,Debit,12593.38,Salary Credit,Mobile App
T008704,A06928,2024-10-22,Debit,36524.14,Salary Credit,Branch
T008705,A03260,2025-05-06,Credit,28433.36,Bill Payment,Online
T008706,A08194,2025-05-31,Credit,25445.22,Bill Payment,Branch
T008707,A03749,2025-06-30,Credit,43915.3,ATM Withdrawal,Mobile App
T008708,A03458,2025-03-07,Credit,35968.07,Online Transfer,Branch
T008709,A02367,2024-12-04,Debit,39228.7,ATM Withdrawal,Online
T008710,A06684,2024-10-31,Debit,18779.24,ATM Withdrawal,Online
T008711,A04635,2024-08-26,Credit,610.81,ATM Withdrawal,ATM
T008712,A00236,2024-12-06,Credit,1202.88,Online Transfer,Mobile App
T008713,A05789,2024-08-15,Credit,34531.04,ATM Withdrawal,Mobile App
T008714,A09134,2024-11-10,Credit,23505.68,ATM Withdrawal,Mobile App
T008715,A01739,2024-11-29,Credit,6615.33,Bill Payment,ATM
T008716,A03221,2024-12-02,Debit,28196.4,Salary Credit,Online
T008717,A07484,2025-06-27,Credit,44221.25,Online Transfer,ATM
T008718,A00456,2024-09-08,Credit,488.02,Bill Payment,Online
T008719,A05502,2025-07-14,Credit,48084.12,Salary Credit,Mobile App
T008720,A05530,2025-04-21,Credit,37245.61,ATM Withdrawal,ATM
T008721,A03273,2024-08-27,Debit,39780.6,ATM Withdrawal,Online
T008722,A05244,2025-03-30,Debit,5157.21,ATM Withdrawal,Online
T008723,A02860,2024-09-22,Credit,47561.94,ATM Withdrawal,Branch
T008724,A00757,2025-06-28,Credit,32968.5,Online Transfer,Online
T008725,A02865,2024-09-04,Credit,42678.89,Online Transfer,Online
T008726,A08054,2024-08-06,Credit,45664.48,ATM Withdrawal,Mobile App
T008727,A09157,2025-01-10,Credit,24527.37,Bill Payment,Branch
T008728,A07291,2025-07-06,Debit,32842.48,Online Transfer,Online
T008729,A09566,2024-09-07,Credit,9462.24,ATM Withdrawal,ATM
T008730,A02302,2025-05-13,Credit,48891.74,Salary Credit,Online
T008731,A05608,2024-09-15,Credit,30687.17,Online Transfer,Mobile App
T008732,A08314,2024-11-14,Debit,22944.32,ATM Withdrawal,ATM
T008733,A09779,2025-03-03,Debit,5159.72,Salary Credit,Mobile App
T008734,A01811,2025-07-05,Credit,35823.34,Salary Credit,ATM
T008735,A02382,2024-10-09,Credit,14411.03,Online Transfer,Online
T008736,A05999,2024-10-10,Debit,49666.83,Online Transfer,Online
T008737,A05553,2024-10-22,Credit,44903.23,Online Transfer,Online
T008738,A09394,2024-08-10,Debit,14077.52,Salary Credit,Branch
T008739,A02152,2024-09-15,Debit,45752.6,Salary Credit,Mobile App
T008740,A05967,2025-04-24,Debit,26354.23,Online Transfer,Online
T008741,A06686,2024-10-15,Credit,16314.03,Bill Payment,ATM
T008742,A08735,2024-11-26,Debit,25591.49,Bill Payment,Branch
T008743,A00570,2025-01-10,Credit,20913.94,Online Transfer,ATM
T008744,A08389,2024-11-23,Credit,42446.01,Salary Credit,Branch
T008745,A06425,2025-07-12,Debit,23300.64,Salary Credit,Mobile App
T008746,A03389,2025-05-23,Debit,46035.82,ATM Withdrawal,Branch
T008747,A00306,2025-01-10,Credit,49186.05,ATM Withdrawal,Mobile App
T008748,A01037,2025-01-31,Credit,46295.42,Online Transfer,Branch
T008749,A08480,2024-11-22,Credit,30436.61,Bill Payment,Branch
T008750,A04714,2024-12-25,Debit,26492.26,Bill Payment,Branch
T008751,A08455,2024-11-27,Credit,36215.56,ATM Withdrawal,Branch
T008752,A05363,2024-11-24,Credit,3562.48,Online Transfer,Mobile App
T008753,A09440,2024-08-10,Credit,46649.0,Salary Credit,Online
T008754,A00710,2025-02-09,Credit,3484.25,Salary Credit,Branch
T008755,A04014,2025-01-31,Credit,34261.86,Bill Payment,ATM
T008756,A08095,2025-01-08,Debit,18779.46,Salary Credit,Online
T008757,A04379,2025-01-12,Credit,32075.82,Bill Payment,Branch
T008758,A08495,2025-02-19,Credit,19161.29,Salary Credit,ATM
T008759,A08471,2024-11-19,Credit,30433.86,Online Transfer,Mobile App
T008760,A08425,2025-05-21,Credit,3568.41,Bill Payment,Mobile App
T008761,A05803,2025-01-08,Credit,48628.99,Salary Credit,Online
T008762,A00209,2024-12-03,Credit,28490.47,Online Transfer,Branch
T008763,A07921,2025-05-03,Credit,4767.73,Bill Payment,Mobile App
T008764,A09459,2024-09-14,Credit,32916.43,Salary Credit,Online
T008765,A01434,2024-09-02,Credit,5827.93,ATM Withdrawal,Online
T008766,A05886,2025-03-04,Debit,33592.23,Online Transfer,ATM
T008767,A01455,2025-06-15,Debit,35678.73,ATM Withdrawal,Branch
T008768,A05491,2025-02-20,Debit,39326.03,ATM Withdrawal,Mobile App
T008769,A05094,2024-12-31,Debit,28241.95,Salary Credit,Branch
T008770,A00154,2025-07-23,Debit,28802.15,Bill Payment,Online
T008771,A01721,2024-12-27,Credit,10251.18,Bill Payment,Branch
T008772,A04368,2024-09-13,Credit,32457.45,Online Transfer,Branch
T008773,A08663,2024-10-06,Credit,22893.78,Online Transfer,Mobile App
T008774,A08018,2024-12-07,Credit,24731.67,ATM Withdrawal,Mobile App
T008775,A01646,2024-10-28,Debit,9136.64,Online Transfer,Mobile App
T008776,A01185,2024-09-01,Debit,41177.26,Salary Credit,Branch
T008777,A08188,2024-12-24,Credit,27258.24,ATM Withdrawal,ATM
T008778,A07193,2024-10-06,Credit,14709.07,ATM Withdrawal,Mobile App
T008779,A08542,2024-08-10,Debit,39569.18,Online Transfer,ATM
T008780,A08261,2025-02-20,Credit,13879.34,Salary Credit,ATM
T008781,A03198,2024-08-09,Credit,26474.2,Salary Credit,ATM
T008782,A03404,2025-05-16,Credit,47548.33,Bill Payment,Mobile App
T008783,A07368,2024-09-24,Credit,14804.38,ATM Withdrawal,Mobile App
T008784,A08622,2025-05-25,Debit,13749.57,ATM Withdrawal,Online
T008785,A02575,2024-12-28,Debit,9656.62,Salary Credit,ATM
T008786,A08971,2025-03-15,Credit,33517.28,Bill Payment,Online
T008787,A09230,2025-04-02,Debit,34536.95,Salary Credit,Online
T008788,A08581,2024-10-06,Credit,117.71,ATM Withdrawal,Branch
T008789,A08702,2025-02-13,Credit,46378.42,ATM Withdrawal,Branch
T008790,A01933,2025-03-27,Credit,10695.49,Bill Payment,Online
T008791,A05300,2025-04-11,Credit,32616.79,ATM Withdrawal,ATM
T008792,A00588,2025-07-14,Debit,12712.91,ATM Withdrawal,Online
T008793,A05069,2025-07-03,Credit,42253.12,Online Transfer,Online
T008794,A01180,2025-02-05,Debit,49937.11,Bill Payment,ATM
T008795,A05645,2024-12-06,Credit,49654.6,ATM Withdrawal,Online
T008796,A08349,2025-02-06,Debit,28073.62,Online Transfer,Branch
T008797,A08539,2025-03-28,Debit,13067.05,Online Transfer,Branch
T008798,A02836,2024-11-26,Debit,2881.33,Online Transfer,Mobile App
T008799,A06707,2025-03-22,Debit,9076.2,Salary Credit,Online
T008800,A04915,2025-07-07,Credit,9748.44,Salary Credit,ATM
T008801,A09157,2025-03-19,Credit,36267.38,ATM Withdrawal,Mobile App
T008802,A01937,2025-03-29,Debit,32942.18,Online Transfer,Online
T008803,A07740,2025-05-14,Debit,8265.46,Salary Credit,Mobile App
T008804,A00026,2024-09-05,Credit,23079.02,Bill Payment,Mobile App
T008805,A09877,2025-07-10,Credit,21111.13,Bill Payment,Branch
T008806,A03616,2025-01-15,Credit,3651.92,ATM Withdrawal,Online
T008807,A06649,2025-07-04,Credit,11941.85,Online Transfer,ATM
T008808,A00511,2024-12-17,Credit,14763.21,Online Transfer,ATM
T008809,A08151,2025-06-14,Credit,39997.47,ATM Withdrawal,Mobile App
T008810,A06817,2024-12-28,Credit,4449.32,Online Transfer,Online
T008811,A00810,2024-10-25,Credit,23175.32,Online Transfer,Branch
T008812,A06267,2024-09-12,Credit,13467.38,Salary Credit,ATM
T008813,A08880,2025-04-09,Debit,45177.1,Online Transfer,Mobile App
T008814,A03140,2025-01-13,Credit,34026.57,Salary Credit,ATM
T008815,A06998,2025-03-18,Credit,47613.09,Bill Payment,Mobile App
T008816,A04207,2024-10-02,Debit,28731.15,ATM Withdrawal,Branch
T008817,A03907,2025-01-06,Credit,46271.6,Online Transfer,Online
T008818,A07372,2024-07-27,Credit,3721.32,Bill Payment,Mobile App
T008819,A04768,2025-04-06,Credit,42078.68,Bill Payment,Mobile App
T008820,A01909,2025-07-02,Credit,47123.62,Salary Credit,Mobile App
T008821,A04060,2024-12-22,Debit,20524.45,ATM Withdrawal,Online
T008822,A05699,2025-05-29,Credit,9908.58,Bill Payment,Mobile App
T008823,A05323,2025-04-01,Credit,12001.35,ATM Withdrawal,Mobile App
T008824,A00260,2024-09-08,Credit,45151.27,Bill Payment,ATM
T008825,A06397,2025-05-14,Debit,26533.77,Bill Payment,Mobile App
T008826,A06729,2025-03-01,Debit,44570.86,Bill Payment,ATM
T008827,A05162,2025-06-25,Debit,3582.16,Online Transfer,ATM
T008828,A03069,2024-10-25,Debit,45178.74,ATM Withdrawal,Online
T008829,A02215,2025-05-18,Credit,37046.69,Online Transfer,ATM
T008830,A01238,2025-07-05,Credit,29232.73,Online Transfer,Mobile App
T008831,A05946,2025-05-10,Debit,23699.86,ATM Withdrawal,Online
T008832,A08165,2024-08-28,Debit,31672.34,Online Transfer,Online
T008833,A04820,2024-07-28,Debit,21029.38,Online Transfer,ATM
T008834,A04206,2025-07-21,Credit,6641.05,Online Transfer,Branch
T008835,A07545,2025-03-31,Credit,42456.24,Online Transfer,Online
T008836,A02847,2024-08-18,Credit,19772.65,Salary Credit,Mobile App
T008837,A04783,2025-04-29,Debit,36527.23,Bill Payment,Branch
T008838,A09110,2025-07-12,Credit,25493.28,Salary Credit,Mobile App
T008839,A03080,2025-01-17,Credit,14526.18,Online Transfer,Online
T008840,A07768,2025-05-22,Debit,21597.95,Salary Credit,ATM
T008841,A03748,2024-09-20,Credit,20187.72,Online Transfer,Branch
T008842,A05939,2025-02-20,Credit,38661.95,Bill Payment,ATM
T008843,A01923,2024-09-22,Credit,34461.77,Salary Credit,Branch
T008844,A04092,2025-03-07,Credit,21495.5,Bill Payment,ATM
T008845,A03677,2024-10-01,Credit,18143.26,Bill Payment,Mobile App
T008846,A06277,2025-06-27,Credit,41352.09,Salary Credit,Mobile App
T008847,A04075,2025-06-18,Credit,12139.08,Salary Credit,ATM
T008848,A00364,2024-09-12,Credit,33954.04,ATM Withdrawal,Mobile App
T008849,A02778,2025-02-24,Credit,6165.0,Online Transfer,Online
T008850,A05306,2025-03-27,Credit,1860.89,Salary Credit,Mobile App
T008851,A03233,2025-04-24,Debit,39215.28,ATM Withdrawal,ATM
T008852,A09951,2025-07-04,Credit,48329.39,ATM Withdrawal,ATM
T008853,A00169,2025-01-26,Credit,44962.05,ATM Withdrawal,Mobile App
T008854,A05710,2025-02-02,Debit,28270.33,Bill Payment,ATM
T008855,A04750,2025-04-24,Credit,10461.47,Salary Credit,ATM
T008856,A05942,2025-07-24,Credit,1588.9,Salary Credit,ATM
T008857,A03909,2025-02-14,Debit,19221.58,Salary Credit,Online
T008858,A04212,2025-05-02,Debit,14529.06,Salary Credit,Online
T008859,A04417,2025-07-01,Credit,21278.38,Salary Credit,Online
T008860,A00093,2025-07-05,Credit,27884.7,Online Transfer,Mobile App
T008861,A01271,2025-05-19,Debit,21226.84,Salary Credit,Branch
T008862,A02347,2024-08-18,Debit,48634.34,Salary Credit,ATM
T008863,A03942,2025-01-06,Debit,17358.83,Online Transfer,Mobile App
T008864,A02005,2025-02-01,Debit,8426.29,Salary Credit,Online
T008865,A02592,2025-04-12,Credit,43977.88,ATM Withdrawal,Branch
T008866,A07217,2024-09-06,Credit,21867.7,Salary Credit,Mobile App
T008867,A04037,2024-10-31,Debit,40859.23,Bill Payment,Branch
T008868,A04710,2025-04-05,Credit,11108.0,Online Transfer,ATM
T008869,A09088,2025-04-25,Debit,1054.85,Bill Payment,ATM
T008870,A09377,2025-01-12,Debit,28356.63,ATM Withdrawal,ATM
T008871,A07619,2025-02-21,Credit,13849.66,Online Transfer,Online
T008872,A07923,2025-01-21,Credit,20795.16,ATM Withdrawal,Mobile App
T008873,A05922,2025-04-23,Credit,20646.89,ATM Withdrawal,Branch
T008874,A01893,2025-03-29,Debit,34609.18,Online Transfer,Mobile App
T008875,A06831,2024-12-11,Debit,42845.88,Bill Payment,Online
T008876,A02856,2024-12-16,Credit,39874.6,Salary Credit,Mobile App
T008877,A05169,2024-08-02,Credit,43670.56,ATM Withdrawal,Branch
T008878,A07932,2024-11-14,Debit,13157.52,Bill Payment,ATM
T008879,A01061,2024-08-18,Credit,32403.02,Online Transfer,Branch
T008880,A01225,2025-06-24,Credit,24292.58,Online Transfer,ATM
T008881,A06274,2025-05-24,Debit,21551.85,Salary Credit,Branch
T008882,A09527,2025-02-06,Credit,38386.9,ATM Withdrawal,Mobile App
T008883,A01794,2025-04-02,Credit,10705.93,Online Transfer,ATM
T008884,A04775,2025-06-26,Credit,45578.86,ATM Withdrawal,Mobile App
T008885,A09912,2024-09-12,Debit,22803.12,Salary Credit,Branch
T008886,A09082,2024-08-04,Credit,37975.62,Online Transfer,Branch
T008887,A03247,2025-02-27,Credit,43884.66,ATM Withdrawal,Mobile App
T008888,A05841,2025-04-26,Debit,8170.06,Bill Payment,Branch
T008889,A02982,2024-12-12,Debit,19586.34,Online Transfer,Mobile App
T008890,A00588,2024-12-07,Credit,16924.65,ATM Withdrawal,Mobile App
T008891,A07237,2024-11-13,Credit,14440.7,ATM Withdrawal,Online
T008892,A02495,2025-03-23,Debit,34555.55,Online Transfer,Branch
T008893,A09091,2024-08-17,Credit,32790.21,ATM Withdrawal,Online
T008894,A04134,2024-09-15,Credit,45130.26,ATM Withdrawal,Branch
T008895,A02247,2025-07-18,Credit,40908.46,Online Transfer,ATM
T008896,A00585,2025-07-11,Credit,10735.66,Online Transfer,ATM
T008897,A08028,2024-11-06,Debit,15838.94,Online Transfer,Branch
T008898,A00528,2025-01-01,Credit,17253.35,Online Transfer,Online
T008899,A05651,2025-02-20,Credit,5232.76,ATM Withdrawal,ATM
T008900,A08179,2025-01-18,Credit,18564.04,Online Transfer,Mobile App
T008901,A03996,2024-08-19,Credit,7982.81,Online Transfer,Online
T008902,A03563,2025-05-31,Debit,33860.07,Online Transfer,ATM
T008903,A09369,2025-01-07,Credit,41856.63,Bill Payment,Online
T008904,A04625,2024-08-08,Debit,8828.41,Salary Credit,Online
T008905,A04541,2025-02-17,Credit,19795.86,Online Transfer,Branch
T008906,A08663,2024-08-08,Debit,23672.28,Online Transfer,Online
T008907,A08017,2024-09-07,Credit,18945.92,ATM Withdrawal,Branch
T008908,A01255,2024-12-09,Debit,15461.22,Online Transfer,Mobile App
T008909,A05313,2025-01-28,Debit,12940.67,Bill Payment,Online
T008910,A07746,2024-11-21,Credit,523.38,Online Transfer,Branch
T008911,A04883,2024-08-31,Credit,45142.25,Bill Payment,Online
T008912,A04622,2024-12-04,Debit,26543.24,ATM Withdrawal,Online
T008913,A01489,2024-08-17,Debit,22314.98,Salary Credit,Branch
T008914,A04982,2024-08-09,Debit,38981.13,Bill Payment,Branch
T008915,A04970,2024-08-01,Debit,546.21,Bill Payment,Mobile App
T008916,A03047,2024-10-02,Credit,11473.52,Online Transfer,Online
T008917,A08308,2024-10-28,Credit,4641.65,Online Transfer,Mobile App
T008918,A09901,2024-11-23,Debit,46489.9,Online Transfer,Branch
